HeritageItemID,SchoolName,HeritageTypeName,HeritageGroupName,EndorsedSignificance,ListingNumber,AreaHectares,AboriginalAreaName,Suburb,Address,LocalGovtAreaName,StreetNumber,StreetName
5065822,Bendemeer Public School - Building B00A,Built,,1,5,2.276,Gamilaroi,Bendemeer,17-27 Charles Street Bendemeer 2355,Tamworth Regional,17-27,Charles Street
5065823,Dungowan Public School - Building B00A,Built,,1,5,2.8324,Gamilaroi,Dungowan,137 Ogunbil Road Dungowan 2340,Tamworth Regional,137,Ogunbil Road
5065824,Kootingal Public School - Buildings B00B-B00G,Built,,1,5,2.03192,Gamilaroi,Kootingal,Denman Avenue Kootingal 2352,Tamworth Regional,,Denman Avenue
5065825,"Manilla Central School - Buildings B00A, B00B, B00D and B00F",Built,,1,5,0.8094,Gamilaroi,Manilla,Arthur Street Manilla 2346,Tamworth Regional,,Arthur Street
5065826,"Nundle Public School - Buildings B00A, B00E and B00G",Built,,1,5,0.7134,Gamilaroi,Nundle,93-97 Jenkins Street Nundle 2340,Tamworth Regional,93-97,Jenkins Street
5065827,Somerton Public School - Buildings B00A-B00C,Built,,1,5,0.2023,Gamilaroi,Somerton,Scotland Road Somerton 2340,Tamworth Regional,,Scotland Road
5065828,Tamworth West Public School - Building B00J,Built,,1,5,2.023,Gamilaroi,West Tamworth,65 Bridge Street West Tamworth 2340,Tamworth Regional,65,Bridge Street
5065829,Tamworth Public School - Buildings B00D and B00M,Built,,1,5,4.0364,Gamilaroi,East Tamworth,Upper Street East Tamworth 2340,Tamworth Regional,,Upper Street
5065830,Timbumburi Public School - Building B00D,Built,,1,5,1.75,Gamilaroi,Timbumburi,542 Kia Ora Lane Timbumburi 2340,Tamworth Regional,542,Kia Ora Lane
5065831,Tintinhull Public School - Building B00A and B00F (Residence),Built,,1,5,4.0464,Gamilaroi,Tintinhull,85 Tintinhull Road Tintinhull 2352,Tamworth Regional,85,Tintinhull Road
5065832,Temora Public School - Building B00A,Built,,1,5,0.2024,Wiradjuri,Temora,119 De Boos Street Temora 2666,Temora,119,De Boos Street
5065833,Temora Public School,Complex / Group,Education,1,6,0.506,Wiradjuri,Temora,119 De Boos Street Temora 2666,Temora,119,De Boos Street
5065834,Tenterfield High School - Building B00A,Built,,1,5,0.8094,Bundjalung,Tenterfield,75 High Street Tenterfield 2372,Tenterfield,75,High Street
5065836,Kellyville Public School - Building B00A and B00B,Built,,1,5,2.1091,Dharug,Kellyville,Windsor Road Kellyville 2155,The Hills,,Windsor Road
5065837,"Brewongle Environmental Education Centre - Buildings B00A, B00G and B00Q and Well",Built,,1,5,1.429,Dharug,Sackville North,720-728 Sackville Ferry Road Sackville North 2756,The Hills,720-728,Sackville Ferry Road
5065838,Burnside Public School,Complex / Group,,1,6,0.659,Dharug,North Parramatta,85 Pennant Hills Road North Parramatta 2151,The Hills,85,Pennant Hills Road
5065839,Tumbarumba Public School - Buildings B00A and B00B,Built,,1,5,0.1012,Ngarigu,Tumbarumba,66-84 Murray Street Tumbarumba 2653,Tumbarumba,66-84,Murray Street
5065840,Adelong Public School - Buildings B00A-B00C and B00H,Built,,1,5,0.20235,Ngunawal,Adelong,50 Gilmore Street Adelong 2729,Tumut,50,Gilmore Street
5065841,Batlow Technology School - Building B00L,Built,,1,5,0.8094,Ngunawal,Batlow,80 Pioneer Street Batlow 2730,Tumut,80,Pioneer Street
5065842,Tumut Public School - Building B00G,Built,,1,5,1.225,Ngunawal,Tumut,177 Wynyard Street Tumut 2720,Tumut,177,Wynyard Street
5065843,Cudgen Public School - Memorial and Honour Roll,Built,,1,5,0.8094,Gumbainggar,Cudgen,11 Collier Street Cudgen 2487,Tweed,11,Collier Street
5065844,Duranbah Public School - Honour roll,Built,,1,5,2.9394,Gumbainggar,Duranbah,256 Duranbah Road Duranbah 2487,Tweed,256,Duranbah Road
5065845,Dungay Public School - Building B00C and Memorial,Built,,1,5,1.2826,Gumbainggar,Kynnumboon,305 Tomewin Road Kynnumboon 2484,Tweed,305,Tomewin Road
5065846,Murwillumbah Public School - Building B00D,Built,,1,5,1.027,Gumbainggar,Murwillumbah,Prince Street Murwillumbah 2484,Tweed,,Prince Street
5065847,Murwillumbah High School - Building B00A,Built,,1,5,3.199,Gumbainggar,Murwillumbah,86 Kyogle Road Murwillumbah 2484,Tweed,86,Kyogle Road
5065848,Stokers Siding Public School - Bell,Built,,1,5,0.8712,Gumbainggar,Stokers Siding,252 Stokers Road Stokers Siding 2484,Tweed,252,Stokers Road
5065849,Condong Public School,Complex / Group,Education,1,6,0.4015,Gumbainggar,Condong,77 McLeod Street Condong 2484,Tweed,77,McLeod Street
5065850,Murwillumbah Public School,Complex / Group,Education,1,6,1.027,Gumbainggar,Murwillumbah,Prince Street Murwillumbah 2484,Tweed,,Prince Street
5066020,Uki Public School,Complex / Group,Education,1,6,2.522,Gumbainggar,Uki,1463 Kyogle Road Uki 2484,Tweed,1463,Kyogle Road
5065851,Cassilis Public School - Buildings B00A-B00D,Built,,1,5,2.023,Wanaruah,Cassilis,37 Coolah Road Cassilis 2329,Upper Hunter,37,Coolah Road
5065852,Murrurundi Public School - Buildings B00A and B00E,Built,,1,5,0.8517,Wanaruah,Murrurundi,135 Mayne Street Murrurundi 2338,Upper Hunter,135,Mayne Street
5065853,"Scone Public School - Buildings B00A, B00I and B00L",Built,,1,5,1.94726,Wanaruah,Scone,90 Liverpool Street Scone 2337,Upper Hunter,90,Liverpool Street
5065854,Cassilis Public School,Complex / Group,Education,1,6,2.023,Wanaruah,Cassilis,37 Coolah Road Cassilis 2329,Upper Hunter,37,Coolah Road
5065855,Merriwa Central School - Public School,Complex / Group,Education,1,6,1.3063,Wanaruah,Merriwa,33-37 Mackenzie Street Merriwa 2329,Upper Hunter,33-37,Mackenzie Street
5065856,Merriwa Central School - High School,Complex / Group,Education,1,6,2.023,Wanaruah,Merriwa,59-79 Bow Street Merriwa 2329,Upper Hunter,59-79,Bow Street
5065857,Merriwa Central School - Agricultural Plot,Complex / Group,Education,1,6,2.0233,Wanaruah,Merriwa,59-79 Bow Street Merriwa 2329,Upper Hunter,59-79,Bow Street
5065859,Scone Public School,Complex / Group,Education,1,6,1.86632,Wanaruah,Scone,90 Liverpool Street Scone 2337,Upper Hunter,90,Liverpool Street
5065858,Murrurundi Public School,Complex / Group,Education,1,6,0.8517,Wanaruah,Murrurundi,135 Mayne Street Murrurundi 2338,Upper Lachlan,135,Mayne Street
5065860,Bigga Public School - Building B00A,Built,,1,5,3.958,Wiradjuri,Bigga,Binda Street Bigga 2583,Upper Lachlan,,Binda Street
5065861,Collector Public School - Buildings B00A and B00G,Built,,1,5,0.8094,Wiradjuri,Collector,Lorn Street Collector 2581,Upper Lachlan,,Lorn Street
5065862,"Crookwell Public School - Buildings B00A, B00B and B00J",Built,,1,5,0.7108,Wiradjuri,Crookwell,43 Denison Street Crookwell 2583,Upper Lachlan,43,Denison Street
5065863,Dalton Public School - Building B00A,Built,,1,5,0.6127,Wiradjuri,Dalton,1-5 Jobson Street Dalton 2581,Upper Lachlan,1-May,Jobson Street
5065864,"Gunning Public School - Buildings B00F, B00G and B00H",Built,,1,5,0.9107,Wiradjuri,Gunning,Copeland Street Gunning 2581,Upper Lachlan,,Copeland Street
5065865,Laggan Public School - Building B00H,Built,,1,5,1.0402,Wiradjuri,Laggan,Laggan Road Laggan 2583,Upper Lachlan,,Laggan Road
5065866,Taralga Public School - Buildings B00A and B00D,Built,,1,5,0.939,Wiradjuri,Taralga,93 Orchard Street Taralga 2580,Upper Lachlan,93,Orchard Street
5065867,Rocky River Public School,Complex / Group,Education,1,6,1.7187,Anaiwan,Rocky River,354 Thunderbolts Way Rocky River 2358,Uralla,354,Thunderbolts Way
5065868,Collingullie Public School - Buildings B00A-B00C and B00E,Built,,1,5,1.241,Wiradjuri,Collingullie,18 Urana Street Collingullie 2652,Wagga Wagga,18,Urana Street
5065869,Humula Public School - Buildings B00A and B00B,Built,,1,5,0.6831,Wiradjuri,Humula,21 School Street Humula 2652,Wagga Wagga,21,School Street
5065870,Ladysmith Public School - Buildings B00A and B00B,Built,,1,5,2.032,Wiradjuri,Ladysmith,3 Tywong Street Ladysmith 2652,Wagga Wagga,3,Tywong Street
5065872,"North Wagga Public School - Buildings B00A-B00C, B00E and B00F",Built,,1,5,0.815,Wiradjuri,Wagga Wagga,54 Hampden Avenue Wagga Wagga 2650,Wagga Wagga,54,Hampden Avenue
5065873,Wagga Wagga High School - Building B00B,Built,,1,5,0.6096,Wiradjuri,Turvey Park,36 Coleman Street Turvey Park 2650,Wagga Wagga,36,Coleman Street
5065874,Uranquinty Public School - Building B00A,Built,,1,5,1.021,Wiradjuri,Uranquinty,25 Uranquintry Street Uranquinty 2652,Wagga Wagga,25,Uranquintry Street
5065875,South Wagga Public School - Building B00F,Built,,1,5,2.042,Wiradjuri,Wagga Wagga,140 Edward Street Wagga Wagga 2650,Wagga Wagga,140,Edward Street
5065876,Wagga Wagga Public School - Buildings B00A-B00E and B00J,Built,,1,5,0.2026,Wiradjuri,Wagga Wagga,70 Gurwood Street Wagga Wagga 2650,Wagga Wagga,70,Gurwood Street
5065877,Wagga Wagga Public School,Complex / Group,Education,1,6,1.2543,Wiradjuri,Wagga Wagga,70 Gurwood Street Wagga Wagga 2650,Wagga Wagga,70,Gurwood Street
5065878,South Wagga Public School,Complex / Group,Education,1,6,2.042,Wiradjuri,Wagga Wagga,140 Edward Street Wagga Wagga 2650,Wagga Wagga,140,Edward Street
5065879,Burren Junction Public School - Building B00M,Built,,1,5,1.072,Gamilaroi,Burren Junction,7 Alma Street Burren Junction 2386,Walgett,7,Alma Street
5065880,Carinda Public School - Residence,Built,,1,5,2.023,Gamilaroi,Carinda,2 McNamara Street Carinda 2831,Walgett,2,McNamara Street
5065881,Collarenebri Central School - Building B00C,Built,,1,5,0.8094,Gamilaroi,Collarenebri,42 Herbert Street Collarenebri 2833,Walgett,42,Herbert Street
5065882,Lightning Ridge Public School - Building B00B,Built,,1,5,0.8094,Gamilaroi,Lightning Ridge,Brilliant Street Lightning Ridge 2834,Walgett,,Brilliant Street
5065883,Brookvale Public School - Building B00G,Built,,1,5,1.8267,Guringai,Brookvale,2-8 Old Pittwater Road Brookvale 2100,Warringah,2-Aug,Old Pittwater Road
5065884,Davidson High School - Significant Trees,Landscape,,1,5,8.1923,Guringai,Frenchs Forest,Blackbutts Road Frenchs Forest 2086,Warringah,,Blackbutts Road
5065885,Forest High School - Former Hollands Orchard and Commemorative Grove,Landscape,,1,5,6.317,Eora,Frenchs Forest,Frenchs Forest Road West Frenchs Forest 2086,Warringah,,Frenchs Forest Road West
5065886,Harbord Public School - Building B00Q,Built,,1,5,2.647,Guringai,Freshwater,95 Oliver Street Freshwater 2096,Warringah,95,Oliver Street
5065887,Narrabeen Lakes Public School - Memorial,Built,,1,5,0.7162,Eora,Narrabeen,1299 Pittwater Road Narrabeen 2101,Warringah,1299,Pittwater Road
5065888,Narrabeen Lakes Public School - Building B00A,Built,,1,5,0.7162,Eora,Narrabeen,1299 Pittwater Road Narrabeen 2101,Warringah,1299,Pittwater Road
5065889,Narrabeen Lakes Public School - Building B00D,Built,,1,5,0.7162,Eora,Narrabeen,1299 Pittwater Road Narrabeen 2101,Warringah,1299,Pittwater Road
5065890,Narrabeen Lakes Public School - Memorial,Built,,1,5,0.7162,Eora,Narrabeen,1299 Pittwater Road Narrabeen 2101,Warringah,1299,Pittwater Road
5065891,"Narraweena Primary School - Buildings B00I, B00J and B00L",Built,,1,5,2.031,Guringai,Narraweena,78 McIntosh Road Narraweena 2099,Warringah,78,McIntosh Road
5065892,Northern Beaches Secondary College - Manly Campus - Memorial,Built,,1,5,0.7208,Eora,North Curl Curl,Abbott Road North Curl Curl 2099,Warringah,,Abbott Road
5065893,Stewart House School - Curtilage,Built,,1,5,1.027,Eora,Curl Curl,45 Carrington Parade Curl Curl 2096,Warringah,45,Carrington Parade
5065894,"Bondi Public School - Buildings B00A, B00C-B00E and Grounds",Built,,1,5,1.141,Dharug,Bondi,3-11 Wellington Street Bondi 2026,Waverley,3-Nov,Wellington Street
5065895,Bondi Public School - Building B00B,Built,,1,5,1.141,Dharug,Bondi,3-11 Wellington Street Bondi 2026,Waverley,3-Nov,Wellington Street
5065896,Bondi Beach Public School - Building B00A,Built,,1,5,1.111,Dharug,Bondi Beach,85 Warners Avenue Bondi Beach 2026,Waverley,85,Warners Avenue
5065897,Bondi Beach Public School - Grounds and Significant Trees,Landscape,,1,5,1.111,Dharug,Bondi Beach,85 Warners Avenue Bondi Beach 2026,Waverley,85,Warners Avenue
5065898,Bronte Public School - Building B00A,Built,,1,5,0.5575,Dharug,Bronte,44 Murray Street Bronte 2024,Waverley,44,Murray Street
5065899,Bronte Public School - Grounds and Significant Trees,Landscape,,1,5,0.5575,Dharug,Bronte,44 Murray Street Bronte 2024,Waverley,44,Murray Street
5065900,Bondi Beach Public School,Complex / Group,Education,1,6,1.111,Dharug,Bondi Beach,85 Warners Avenue Bondi Beach 2026,Waverley,85,Warners Avenue
5065901,Waverley Public School,Complex / Group,Education,1,6,1.0562,Dharug,Waverley,151 Bronte Road Waverley 2024,Waverley,151,Bronte Road
5065902,Clovelly Public School,Complex / Group,Education,1,6,1.16911,Dharug,Clovelly,3A Arden Street Clovelly 2031,Waverley,3A,Arden Street
5067078,Rose Bay Secondary College - Building B00A,Built,,0,6,2.421,Eora,Rose Bay,36 Hardy Street Rose Bay 2029,Waverley,36,Hardy Street
5065903,Euchareena Public School - Building B00B,Built,,1,5,0.7987,Wiradjuri,Euchareena,2 Walter Street Euchareena 2866,Wellington,2,Walter Street
5065904,Geurie Public School - Building B00B,Built,,1,5,0.8585,Wiradjuri,Geurie,60 Narragal Street Geurie 2831,Wellington,60,Narragal Street
5065905,"Wellington Public School - Buildings B00A, B00E, B00F and B00T; Movable Item and Significant Tree",Built,,1,5,0.8094,Wiradjuri,Wellington,101-103 Arthur Street Wellington 2820,Wellington,101-103,Arthur Street
5065906,Wellington High School - Movable Item,Movable / Collection,,1,5,0.0771,Wiradjuri,Wellington,80-98 Whiteley Street Wellington 2820,Wellington,80-98,Whiteley Street
5065907,Wellington Public School,Complex / Group,Education,1,6,2.43857,Wiradjuri,Wellington,101-103 Arthur Street Wellington 2820,Wellington,101-103,Arthur Street
5065908,Wentworth Public School - Buildings B00F and B00G,Built,,1,5,0.6905,Mundi-Mundi,Wentworth,93-107 Darling Street Wentworth 2648,Wentworth,93-107,Darling Street
5065909,Chatswood Public School - Buildings B00A and B00B,Built,,1,5,1.3355,Dharug,Chatswood,5 Centennial Avenue Chatswood 2067,Willoughby,5,Centennial Avenue
5065910,Naremburn School - Building B00A,Built,,1,5,0.1935,Guringai,Naremburn,250 Willoughby Road Naremburn 2065,Willoughby,250,Willoughby Road
5065911,Northbridge Public School - Building B00A,Built,,1,5,0.8094,Guringai,Northbridge,Sailors Bay Road Northbridge 2063,Willoughby,,Sailors Bay Road
5065912,"Willoughby Girls High School - Building B00A, B00C and B00F",Built,,1,5,1.2135,Dharug,Willoughby,151-161 Mowbray Road Willoughby 2068,Willoughby,151-161,Mowbray Road
5065913,Willoughby Public School - Building B00C,Built,,1,5,1.95581,Guringai,Willoughby,151-161 Mowbray Road Willoughby 2068,Willoughby,151-161,Mowbray Road
5067088,Chatswood High School - Building B00J,Built,,0,6,4.53,Eora,Chatswood,24 Centennial Avenue Chatswood 2067,Willoughby,24,Centennial Avenue
5065914,Avoca Public School - Buildings B00A and B00F,Built,,1,5,0.8094,Gandangara,Avoca,961 Sheepwash Drive Avoca 2577,Wingecarribee,961,Sheepwash Drive
5065915,Berrima Public School - Buildings B00E and B00G,Built,,1,5,1.8882,Gandangara,Berrima,Oxley Street Berrima 2577,Wingecarribee,,Oxley Street
5065916,"Bowral Public School - Buildings B001-B003, B005, B006, B008-B010 and B012; Grounds and Movable Items",Built,,1,5,1.432,Gandangara,Bowral,47 Bendooley Street Bowral 2576,Wingecarribee,47,Bendooley Street
5065917,Bowral Public School - Building B011,Built,,1,5,0.4049,Gandangara,Bowral,49 Bendooley Street Bowral 2576,Wingecarribee,49,Bendooley Street
5065918,Bowral High School - Buildings B00D and B00H,Built,,1,5,4.515,Gandangara,Bowral,7 Park Road Bowral 2576,Wingecarribee,7,Park Road
5065919,"Bundanoon Public School - Buildings B00A, B00B, B00D and B00E",Built,,1,5,1.8867,Gandangara,Bundanoon,6-14 Church Street Bundanoon 2578,Wingecarribee,Jun-14,Church Street
5065920,Exeter Public School - Buildings B00B and B00F and Significant Trees,Built,,1,5,1.6984,Gandangara,Exeter,School Lane Exeter 2579,Wingecarribee,,School Lane
5065921,Glenquarry Public School - Buildings B00A and B00F,Built,,1,5,1.62,Gandangara,Glenquarry,35 Tourist Road Glenquarry 2576,Wingecarribee,35,Tourist Road
5065922,Moss Vale Public School - Buildings B00B and B00C,Built,,1,5,1.6466,Gandangara,Moss Vale,12 Browley Street Moss Vale 2577,Wingecarribee,12,Browley Street
5065923,"Penrose Public School - Buildings B00A, B00B, B00E and B00F and Significant Trees",Built,,1,5,1.6188,Gandangara,Penrose,817 Penrose Road Penrose 2579,Wingecarribee,817,Penrose Road
5065924,"Robertson Public School - Buildings B00A, B00B and B00D",Built,,1,5,1.51342,Gandangara,Robertson,47-53 Hoddle Street Robertson 2577,Wingecarribee,47-53,Hoddle Street
5065925,Wingello Public School - Building B00D,Built,,1,5,4.452,Gandangara,Wingello,591 Murrimba Road Wingello 2579,Wingecarribee,591,Murrimba Road
5065926,Bowral Public School,Complex / Group,Education,1,6,1.432,Gandangara,Bowral,47 Bendooley Street Bowral 2576,Wingecarribee,47,Bendooley Street
5065927,Bowral Public School - Residence and Oval,Complex / Group,Education,1,6,0.4049,Gandangara,Bowral,49 Bendooley Street Bowral 2576,Wingecarribee,49,Bendooley Street
5065928,Berrima Public School,Complex / Group,Education,1,6,1.8882,Gandangara,Berrima,Oxley Street Berrima 2577,Wingecarribee,,Oxley Street
5065929,Burrawang Public School,Complex / Group,Education,1,6,0.6252,Gandangara,Burrawang,24 Church Street Burrawang 2577,Wingecarribee,24,Church Street
5065930,Moss Vale Public School,Complex / Group,Education,1,6,2.7899,Gandangara,Moss Vale,12 Browley Street Moss Vale 2577,Wingecarribee,12,Browley Street
5065931,Mittagong Public School,Complex / Group,Education,1,6,0.1644,Gandangara,Mittagong,19 Pioneer Street Mittagong 2575,Wingecarribee,19,Pioneer Street
5065932,Appin Public School - Building B00G,Built,,1,5,0.7226,Gandangara,Appin,97 Appin Road Appin 2560,Wollondilly,97,Appin Road
5065933,Bargo Public School - Buildings B00C,Built,,1,5,0.1486,Gandangara,Bargo,122 Hawthorne Road Bargo 2574,Wollondilly,122,Hawthorne Road
5065934,Bargo Public School - Building B00M,Built,,1,5,1.1828,Gandangara,Bargo,245-261 Great Southern Road Bargo 2574,Wollondilly,245-261,Great Southern Road
5065935,Cawdor Public School - Building B00A,Built,,1,5,1.1129,Gandangara,Cawdor,685 Cawdor Road Cawdor 2570,Wollondilly,685,Cawdor Road
5065936,Mount Hunter Public School - Buildings B00A and B00B,Built,,1,5,1.214,Gandangara,Mount Hunter,165 Burragorang Road Mount Hunter 2570,Wollondilly,165,Burragorang Road
5065937,The Oaks Public School - Buildings B00C and B00J,Built,,1,5,0.4452,Gandangara,The Oaks,5 Burragorang Street The Oaks 2570,Wollondilly,5,Burragorang Street
5065938,Thirlmere Public School - Buildings B00B and B00C,Built,,1,5,1.023,Gandangara,Thirlmere,10 Oaks Street Thirlmere 2572,Wollondilly,10,Oaks Street
5065939,Picton Public School,Complex / Group,Education,1,6,1.6599,Gandangara,Picton,27 Lumsdaine Street Picton 2571,Wollondilly,27,Lumsdaine Street
5065941,Thirlmere Public School,Complex / Group,Education,1,6,1.023,Gandangara,Thirlmere,10 Oaks Street Thirlmere 2572,Wollondilly,10,Oaks Street
5065942,Warragamba Public School,Complex / Group,Education,1,6,2.187,Gandangara,Warragamba,2 Weir Road Warragamba 2752,Wollondilly,2,Weir Road
5065943,Austinmer Public School - Building B00B,Built,,1,5,0.8941,Dhawa,Austinmer,92-94 Lawrence Hargrave Drive Austinmer 2515,Wollongong City,92-94,Lawrence Hargrave Drive
5065944,Balgownie Public School - Building B00B and Residence,Built,,1,5,1.69,Dhawa,Balgownie,220 Balgownie Road Balgownie 2519,Wollongong City,220,Balgownie Road
5065945,Corrimal Public School - Building B00F,Built,,1,5,0.141,Dhawa,Corrimal,96-98 Princes Highway Corrimal 2518,Wollongong City,96-98,Princes Highway
5065946,Corrimal Public School - Buildings B00A and B00B,Built,,1,5,1.37,Dhawa,Corrimal,100 Princes Highway Corrimal 2518,Wollongong City,100,Princes Highway
5065947,Helensburgh Public School - Building B00B,Built,,1,5,0.8094,Dhawa,Helensburgh,11 Fletcher Street Helensburgh 2508,Wollongong City,11,Fletcher Street
5065948,Mount Kembla Public School - Buildings B00A and B00C,Built,,1,5,0.8043,Dhawa,Mount Kembla,323-327 Cordeaux Road Mount Kembla 2526,Wollongong City,323-327,Cordeaux Road
5065949,Mount Keira Public School - Buildings B00A and B00C-B00G,Built,,1,5,1.1433,Dhawa,Mount Keira,255 Mount Keira Road Mount Keira 2500,Wollongong City,255,Mount Keira Road
5065950,Scarborough Public School - Building B00A,Built,,1,5,0.0342,Dhawa,Scarborough,371-381 Lawrence Hargrave Drive Scarborough 2515,Wollongong City,371-381,Lawrence Hargrave Drive
5065951,"Thirroul Public School - Buildings B00A, B00B and B00E",Built,,1,5,2.193,Dhawa,Thirroul,11 Roxburgh Avenue Thirroul 2515,Wollongong City,11,Roxburgh Avenue
5065952,Wollongong Public School - Buildings B00B-B00D and Wollongong High School of Perfoming Arts - Building B00J,Built,,1,5,1.40923,Dhawa,Wollongong,67A Church Street Wollongong 2500,Wollongong City,67A,Church Street
5065953,Woonona Public School - Building B006,Built,,1,5,0.38197,Dhawa,Wollongong,5A Gray Street Wollongong 2500,Wollongong City,5A,Gray Street
5065954,Mount Keira Public School,Complex / Group,Education,1,6,1.1433,Dhawa,Mount Keira,255 Mount Keira Road Mount Keira 2500,Wollongong City,255,Mount Keira Road
5065955,Bellevue Hill Public School - Significant Trees,Landscape,,1,5,0.74488,Eora,Bellevue Hill,163A Victoria Road Bellevue Hill 2023,Woollahra,163A,Victoria Road
5065956,Double Bay Public School - Building B00A and Period gate posts,Built,,1,5,0.7329,Eora,Double Bay,40 Ocean Avenue Double Bay 2028,Woollahra,40,Ocean Avenue
5065957,"Glenmore Road Public School - Buildings B00A, B00D and B00E and Period Wall",Built,,1,5,0.806,Eora,Paddington,269 Glenmore Road Paddington 2021,Woollahra,269,Glenmore Road
5065958,Woollahra Public School - Buildings B00A and B00B,Built,,1,5,0.7259,Eora,Woollahra,Forth Street Woollahra 2025,Woollahra,,Forth Street
5065959,Glenmore Road Public School,Complex / Group,Education,1,6,0.806,Eora,Paddington,269 Glenmore Road Paddington 2021,Woollahra,269,Glenmore Road
5065960,Woollahra Public School,Complex / Group,Education,1,6,0.7259,Eora,Woollahra,Forth Street Woollahra 2025,Woollahra,,Forth Street
5065963,Dooralong Public School - Building B00B,Built,,1,5,4.0464,Darkinjung,Dooralong,1046 Dooralong Road Dooralong 2259,Wyong,1046,Dooralong Road
5065964,Dooralong Public School - Landscape,Landscape,,1,5,4.0464,Darkinjung,Dooralong,1046 Dooralong Road Dooralong 2259,Wyong,1046,Dooralong Road
5065966,Jilliby Public School - Building B00A and Significant Tree,Built,,1,5,1.6408,Darkinjung,Jilliby,352 Jilliby Road Jilliby 2259,Wyong,352,Jilliby Road
5065967,Ourimbah Public School - Building B00E,Built,,1,5,3.8519,Darkinjung,Ourimbah,121-123 Pacific Highway Ourimbah 2258,Wyong,121-123,Pacific Highway
5065968,Wyong Creek  Public School - Building B00D,Built,,1,5,1.8974,Darkinjung,Wyong Creek,583 Yarramalong Road Wyong Creek 2259,Wyong,583,Yarramalong Road
5065969,Binalong Public School - Building B00B and Residence,Built,,1,5,1.39844,Ngunawal,Binalong,10 Dickinson Street Binalong 2584,Yass Valley,10,Dickinson Street
5065970,Bowning Public School - Building B00A,Built,,1,5,2.4252,Ngunawal,Bowning,147 Bowning Road Bowning 2582,Yass Valley,147,Bowning Road
5065971,Gundaroo Public School - Building B00E and Grounds,Built,,1,5,1.7073,Ngunawal,Gundaroo,9 Lot Street Gundaroo 2620,Yass Valley,9,Lot Street
5065972,Sutton Public School - Buildings B00E and B00H and Grounds,Built,,1,5,2.88086,Ngunawal,Sutton,18 Victoria Street Sutton 2620,Yass Valley,18,Victoria Street
5065974,Wee Jasper Public School - Buildings B00A and B00C,Built,,1,5,3.832,Ngunawal,Wee Jasper,6443 Wee Jasper Road Wee Jasper 2582,Yass Valley,6443,Wee Jasper Road
5065975,"Yass Public School - Buildings B00B, B00C, B00E-B00G, B00I-B00L and B00P and Grounds",Built,,1,5,2.039,Ngunawal,Yass,12-16 Laidlaw Street Yass 2582,Yass Valley,Dec-16,Laidlaw Street
5065976,Gundaroo Public School,Complex / Group,Education,1,6,1.7073,Ngunawal,Gundaroo,9 Lot Street Gundaroo 2620,Yass Valley,9,Lot Street
5065977,Koorawatha Public School - Building B00B,Built,,1,5,0.6401,Wiradjuri,Koorawatha,19 Crowther Street Koorawatha 2807,Young,19,Crowther Street
5065978,Murringo Public School - Buildings B00A and B00F,Built,,1,5,0.6045,Wiradjuri,Murringo,91 Murringo Gap Road Murringo 2586,Young,91,Murringo Gap Road
5065979,Young High School - Building B0AA,Built,,1,5,0.6627,Wiradjuri,Young,9 Campbell Street Young 2594,Young,9,Campbell Street
5067013,Young Regional School of Music - Victorian Residences,Built,,0,6,0.3387,Wiradjuri,Young,11 and 15-17 Campbell Street Young 2594,Young,11 and 15-17,Campbell Street
