HeritageItemID,SchoolName,HeritageTypeName,EndorsedSignificance,Suburb,Address,LocalGovtAreaName,ItemName,Latitude,Longitude,,,,
5065905,Wellington Public School,Built,1,Wellington,101-103 Arthur Street Wellington 2820,Wellington,"Buildings B00A, B00E, B00F and B00T; Movable Item and Significant Tree",-32.556883,148.943374,,,,
5065906,Wellington High School,Movable / Collection,1,Wellington,80-98 Whiteley Street Wellington 2820,Wellington,Movable Item,-32.546677,148.947815,,,,
5065907,Wellington Public School,Complex / Group,1,Wellington,101-103 Arthur Street Wellington 2820,Wellington,,-32.556883,148.943374,,,,
5065908,Wentworth Public School,Built,1,Wentworth,93-107 Darling Street Wentworth 2648,Wentworth,Buildings B00F and B00G,-34.103249,141.918751,,,,
5065909,Chatswood Public School,Built,1,Chatswood,5 Centennial Avenue Chatswood 2067,Willoughby,Buildings B00A and B00B,-33.798242,151.17759,,,,
5065910,Naremburn School,Built,1,Naremburn,250 Willoughby Road Naremburn 2065,Willoughby,Building B00A,-33.819372,151.200343,,,,
5065911,Northbridge Public School,Built,1,Northbridge,Sailors Bay Road Northbridge 2063,Willoughby,Building B00A,-33.813034,151.218597,,,,
5065912,Willoughby Girls High School,Built,1,Willoughby,151-161 Mowbray Road Willoughby 2068,Willoughby,"Building B00A, B00C and B00F",-33.803128,151.199957,,,,
5065913,Willoughby Public School,Built,1,Willoughby,151-161 Mowbray Road Willoughby 2068,Willoughby,Building B00C,-33.802197,151.200123,,,,
5067088,Chatswood High School,Built,0,Chatswood,24 Centennial Avenue Chatswood 2067,Willoughby,Building B00J,-33.800013,151.175324,,,,
5065914,Avoca Public School,Built,1,Avoca,961 Sheepwash Drive Avoca 2577,Wingecarribee,Buildings B00A and B00F,-34.612697,150.479766,,,,
5065915,Berrima Public School,Built,1,Berrima,Oxley Street Berrima 2577,Wingecarribee,Buildings B00E and B00G,-34.485882,150.340775,,,,
5065916,Bowral Public School,Built,1,Bowral,47 Bendooley Street Bowral 2576,Wingecarribee,"Buildings B001-B003, B005, B006, B008-B010 and B012; Grounds and Movable Items",-34.481178,150.419191,,,,
5065917,Bowral Public School,Built,1,Bowral,49 Bendooley Street Bowral 2576,Wingecarribee,Building B011,-34.481178,150.419191,,,,
5065918,Bowral High School,Built,1,Bowral,7 Park Road Bowral 2576,Wingecarribee,Buildings B00D and B00H,-34.488816,150.423432,,,,
5065919,Bundanoon Public School,Built,1,Bundanoon,6-14 Church Street Bundanoon 2578,Wingecarribee,"Buildings B00A, B00B, B00D and B00E",-34.657878,150.300442,,,,
5065920,Exeter Public School,Built,1,Exeter,School Lane Exeter 2579,Wingecarribee,Buildings B00B and B00F and Significant Trees,-34.61612,150.321828,,,,
5065921,Glenquarry Public School,Built,1,Glenquarry,35 Tourist Road Glenquarry 2576,Wingecarribee,Buildings B00A and B00F,-34.522335,150.483539,,,,
5065922,Moss Vale Public School,Built,1,Moss Vale,12 Browley Street Moss Vale 2577,Wingecarribee,Buildings B00B and B00C,-34.550639,150.366434,,,,
5065923,Penrose Public School,Built,1,Penrose,817 Penrose Road Penrose 2579,Wingecarribee,"Buildings B00A, B00B, B00E and B00F and Significant Trees",-34.669731,150.221344,,,,
5065924,Robertson Public School,Built,1,Robertson,47-53 Hoddle Street Robertson 2577,Wingecarribee,"Buildings B00A, B00B and B00D",-34.589625,150.592483,,,,
5065925,Wingello Public School,Built,1,Wingello,591 Murrimba Road Wingello 2579,Wingecarribee,Building B00D,-34.688162,150.153487,,,,
5065926,Bowral Public School,Complex / Group,1,Bowral,47 Bendooley Street Bowral 2576,Wingecarribee,,-34.481178,150.419191,,,,
5065927,Bowral Public School,Complex / Group,1,Bowral,49 Bendooley Street Bowral 2576,Wingecarribee,Residence and Oval,-34.481178,150.419191,,,,
5065928,Berrima Public School,Complex / Group,1,Berrima,Oxley Street Berrima 2577,Wingecarribee,,-34.485882,150.340775,,,,
5065929,Burrawang Public School,Complex / Group,1,Burrawang,24 Church Street Burrawang 2577,Wingecarribee,,-34.592222,150.51725,,,,
5065930,Moss Vale Public School,Complex / Group,1,Moss Vale,12 Browley Street Moss Vale 2577,Wingecarribee,,-34.550639,150.366434,,,,
5065931,Mittagong Public School,Complex / Group,1,Mittagong,19 Pioneer Street Mittagong 2575,Wingecarribee,,-34.448044,150.44438,,,,
5065932,Appin Public School,Built,1,Appin,97 Appin Road Appin 2560,Wollondilly,Building B00G,-34.198417,150.78766,,,,
5065933,Bargo Public School,Built,1,Bargo,122 Hawthorne Road Bargo 2574,Wollondilly,Buildings B00C,-34.292889,150.58274,,,,
5065934,Bargo Public School,Built,1,Bargo,245-261 Great Southern Road Bargo 2574,Wollondilly,Building B00M,-34.292889,150.58274,,,,
5065935,Cawdor Public School,Built,1,Cawdor,685 Cawdor Road Cawdor 2570,Wollondilly,Building B00A,-34.109711,150.673727,,,,
5065936,Mount Hunter Public School,Built,1,Mount Hunter,165 Burragorang Road Mount Hunter 2570,Wollondilly,Buildings B00A and B00B,-34.07177,150.63643,,,,
5065937,The Oaks Public School,Built,1,The Oaks,5 Burragorang Street The Oaks 2570,Wollondilly,Buildings B00C and B00J,-34.078385,150.571724,,,,
5065938,Thirlmere Public School,Built,1,Thirlmere,10 Oaks Street Thirlmere 2572,Wollondilly,Buildings B00B and B00C,-34.204832,150.569311,,,,
5065939,Picton Public School,Complex / Group,1,Picton,27 Lumsdaine Street Picton 2571,Wollondilly,,-34.17624,150.609346,,,,
5065941,Thirlmere Public School,Complex / Group,1,Thirlmere,10 Oaks Street Thirlmere 2572,Wollondilly,,-34.204832,150.569311,,,,
5065942,Warragamba Public School,Complex / Group,1,Warragamba,2 Weir Road Warragamba 2752,Wollondilly,,-33.890924,150.60539,,,,
5065943,Austinmer Public School,Built,1,Austinmer,92-94 Lawrence Hargrave Drive Austinmer 2515,Wollongong City,Building B00B,-34.305398,150.934991,,,,
5065944,Balgownie Public School,Built,1,Balgownie,220 Balgownie Road Balgownie 2519,Wollongong City,Building B00B and Residence,-34.386984,150.872076,,,,
5065945,Corrimal Public School,Built,1,Corrimal,96-98 Princes Highway Corrimal 2518,Wollongong City,Building B00F,-34.367371,150.899022,,,,
5065946,Corrimal Public School,Built,1,Corrimal,100 Princes Highway Corrimal 2518,Wollongong City,Buildings B00A and B00B,-34.367371,150.899022,,,,
5065947,Helensburgh Public School,Built,1,Helensburgh,11 Fletcher Street Helensburgh 2508,Wollongong City,Building B00B,-34.184207,150.988393,,,,
5065948,Mount Kembla Public School,Built,1,Mount Kembla,323-327 Cordeaux Road Mount Kembla 2526,Wollongong City,Buildings B00A and B00C,-34.432399,150.817114,,,,
5065949,Mount Keira Public School,Built,1,Mount Keira,255 Mount Keira Road Mount Keira 2500,Wollongong City,Buildings B00A and B00C-B00G,-34.411383,150.856224,,,,
5065950,Scarborough Public School,Built,1,Scarborough,371-381 Lawrence Hargrave Drive Scarborough 2515,Wollongong City,Building B00A,-34.266182,150.966036,,,,
5065951,Thirroul Public School,Built,1,Thirroul,11 Roxburgh Avenue Thirroul 2515,Wollongong City,"Buildings B00A, B00B and B00E",-34.31521,150.918701,,,,
5065952,Wollongong Public School,Built,1,Wollongong,67A Church Street Wollongong 2500,Wollongong City,Buildings B00B-B00D and Wollongong High School of Perfoming Arts,-34.422861,150.896726,,,,
5065953,Woonona Public School,Built,1,Wollongong,5A Gray Street Wollongong 2500,Wollongong City,Building B006,-34.345569,150.906806,,,,
5065954,Mount Keira Public School,Complex / Group,1,Mount Keira,255 Mount Keira Road Mount Keira 2500,Wollongong City,,-34.411383,150.856224,,,,
5065955,Bellevue Hill Public School,Landscape,1,Bellevue Hill,163A Victoria Road Bellevue Hill 2023,Woollahra,Significant Trees,-33.886986,151.259785,,,,
5065956,Double Bay Public School,Built,1,Double Bay,40 Ocean Avenue Double Bay 2028,Woollahra,Building B00A and Period gate posts,-33.874856,151.240894,,,,
5065957,Glenmore Road Public School,Built,1,Paddington,269 Glenmore Road Paddington 2021,Woollahra,"Buildings B00A, B00D and B00E and Period Wall",-33.881385,151.230233,,,,
5065958,Woollahra Public School,Built,1,Woollahra,Forth Street Woollahra 2025,Woollahra,Buildings B00A and B00B,-33.886379,151.24119,,,,
5065959,Glenmore Road Public School,Complex / Group,1,Paddington,269 Glenmore Road Paddington 2021,Woollahra,,-33.881385,151.230233,,,,
5065960,Woollahra Public School,Complex / Group,1,Woollahra,Forth Street Woollahra 2025,Woollahra,,-33.886379,151.24119,,,,
5065963,Dooralong Public School,Built,1,Dooralong,1046 Dooralong Road Dooralong 2259,Wyong,Building B00B,,,,,,
5065964,Dooralong Public School,Landscape,1,Dooralong,1046 Dooralong Road Dooralong 2259,Wyong,Landscape,,,,,,
5065966,Jilliby Public School,Built,1,Jilliby,352 Jilliby Road Jilliby 2259,Wyong,Building B00A and Significant Tree,-33.239937,151.380052,,,,
5065967,Ourimbah Public School,Built,1,Ourimbah,121-123 Pacific Highway Ourimbah 2258,Wyong,Building B00E,-33.354916,151.368168,,,,
5065968,Wyong Creek  Public School,Built,1,Wyong Creek,583 Yarramalong Road Wyong Creek 2259,Wyong,Building B00D,,,,,,
5065969,Binalong Public School,Built,1,Binalong,10 Dickinson Street Binalong 2584,Yass Valley,Building B00B and Residence,-34.670108,148.625718,,,,
5065970,Bowning Public School,Built,1,Bowning,147 Bowning Road Bowning 2582,Yass Valley,Building B00A,-34.769376,148.81153,,,,
5065971,Gundaroo Public School,Built,1,Gundaroo,9 Lot Street Gundaroo 2620,Yass Valley,Building B00E and Grounds,-35.029909,149.267076,,,,
5065972,Sutton Public School,Built,1,Sutton,18 Victoria Street Sutton 2620,Yass Valley,Buildings B00E and B00H and Grounds,-35.165611,149.254979,,,,
5065974,Wee Jasper Public School,Built,1,Wee Jasper,6443 Wee Jasper Road Wee Jasper 2582,Yass Valley,Buildings B00A and B00C,-35.108785,148.673792,,,,
5065975,Yass Public School,Built,1,Yass,12-16 Laidlaw Street Yass 2582,Yass Valley,"Buildings B00B, B00C, B00E-B00G, B00I-B00L and B00P and Grounds",-34.837588,148.906865,,,,
5065976,Gundaroo Public School,Complex / Group,1,Gundaroo,9 Lot Street Gundaroo 2620,Yass Valley,,-35.029909,149.267076,,,,
5065977,Koorawatha Public School,Built,1,Koorawatha,19 Crowther Street Koorawatha 2807,Young,Building B00B,,,,,,
5065978,Murringo Public School,Built,1,Murringo,91 Murringo Gap Road Murringo 2586,Young,Buildings B00A and B00F,-34.297202,148.515471,,,,
5065979,Young High School,Built,1,Young,9 Campbell Street Young 2594,Young,Building B0AA,-34.317142,148.291705,,,,
5067013,Young Regional School of Music,Built,0,Young,11 and 15-17 Campbell Street Young 2594,Young,Victorian Residences,,,,,,
