HeritageItemID,SchoolName,HeritageTypeName,EndorsedSignificance,Suburb,Address,LocalGovtAreaName,ItemName,Latitude,Longitude,,,,
5064513,Lane Cove Public School,Built,1,Lane Cove,145-153 Longueville Road Lane Cove 2066,Lane Cove,Buildings B001 and B006,-33.816514,151.169134,,,,
5064514,Leeton Public School,Built,1,Leeton,20 Church Street Leeton 2705,Leeton,Residence,-34.546126,146.407232,,,,
5064515,Leeton High School,Built,1,Leeton,1-19 Mallee Street Leeton 2705,Leeton,Building B00B,-34.54684,146.405976,,,,
5064516,Leeton Public School,Built,1,Leeton,Mallee Street Leeton 2705,Leeton,Building B00H,-34.546126,146.407232,,,,
5064517,Yanco Public School,Built,1,Yanco,2-8 Cudgel Street Yanco 2703,Leeton,Buildings B00A-B00D,-34.597911,146.411211,,,,
5064518,Yanco Agricultural High School,Built,3,Yanco,259 Euroley Road Yanco 2703,Leeton,"Buildings B00A, B00D, B00E, B00F, B00G, B00H, B00I, B00J, B00L, B00N, BR11, Movable Heritage and Grounds",-34.632239,146.383678,,,,
5064520,Annandale Public School,Built,1,Annandale,25 Johnston Street Annandale 2038,Leichhardt,Period Gates,-33.885782,151.169599,,,,
5064521,Annandale Public School,Built,1,Annandale,25 Johnston Street Annandale 2038,Leichhardt,Buildings B00A and B00C,-33.885782,151.169599,,,,
5064522,Annandale North Public School,Built,1,Annandale,196-212 Johnston Street Annandale 2038,Leichhardt,Building B00C,-33.877905,151.171835,,,,
5064523,Balmain Public School,Built,1,Balmain,1 Eaton Street Balmain 2041,Leichhardt,Buildings B00A-B00C and B00E,-33.859166,151.183417,,,,
5064524,Nicholson Street Public School,Built,1,Balmain,21 Nicholson Street Balmain 2041,Leichhardt,Building B00A,-33.855744,151.193188,,,,
5064525,Birchgrove Public School,Built,1,Birchgrove,76B Birchgrove Road Birchgrove 2041,Leichhardt,Building B00A and Significant Trees,-33.853009,151.177045,,,,
5064526,Leichhardt Public School,Built,1,Leichhardt,101-105 Norton Street Leichhardt 2040,Leichhardt,"Buildings B00A-B00C, B00E and B00F",-33.88427,151.15814,,,,
5064527,Kegworth Public School,Built,1,Leichhardt,60 Tebbutt Street Leichhardt 2040,Leichhardt,Buildings B00A and B00B,-33.886514,151.14693,,,,
5064528,Rozelle Public School,Built,1,Rozelle,663 Darling Street Rozelle 2039,Leichhardt,Buildings B00A-B00C,-33.862581,151.169749,,,,
5064529,Annandale Public School,Complex / Group,1,Annandale,25 Johnston Street Annandale 2038,Leichhardt,,-33.885782,151.169599,,,,
5064530,Annandale North Public School,Complex / Group,1,Annandale,196-212 Johnston Street Annandale 2038,Leichhardt,,-33.877905,151.171835,,,,
5064531,Nicholson Street Public School,Complex / Group,1,Balmain,21 Nicholson Street Balmain 2041,Leichhardt,,-33.855744,151.193188,,,,
5064532,Birchgrove Public School,Complex / Group,1,Birchgrove,76B Birchgrove Road Birchgrove 2041,Leichhardt,,-33.853009,151.177045,,,,
5064533,Sydney Secondary College,Complex / Group,1,Rozelle,25-33 Terry Street Rozelle 2039,Leichhardt,Balmain,,,,,,
5064534,Balmain Public School,Complex / Group,1,Balmain,1 Eaton Street Balmain 2041,Leichhardt,,-33.859166,151.183417,,,,
5064535,Rozelle Public School,Complex / Group,1,Rozelle,663 Darling Street Rozelle 2039,Leichhardt,,-33.862581,151.169749,,,,
5064536,Leichhardt Public School,Complex / Group,1,Leichhardt,101-105 Norton Street Leichhardt 2040,Leichhardt,,-33.88427,151.15814,,,,
5064537,Orange Grove Public School,Complex / Group,1,Lilyfield,2-8 Perry Street Lilyfield 2040,Leichhardt,,-33.872278,151.158678,,,,
5067073,Orange Grove Public School,Built,0,Lilyfield,2-8 Perry Street Lilyfield 2040,Leichhardt,"Buildings B00A, B00B and B00D",-33.872278,151.158678,,,,
5064538,Blakebrook Public School,Built,1,Blakebrook,417 Rosehill Road Blakebrook 2480,Lismore,"Buildings B00A, B00E and B00F and Grounds",-28.763426,153.229992,,,,
5064539,Dunoon Public School,Built,1,Dunoon,65 James Street Dunoon 2480,Lismore,Building B00A and Grounds,-28.686735,153.315495,,,,
5064540,Modanville Public School,Built,1,Modanville,877 Dunoon Road Modanville 2480,Lismore,"Buildings B00A, B00D and B00E and Significant Trees",-28.730204,153.297192,,,,
5064541,The Rivers Secondary College,Built,1,North Lismore,85 Lake Street North Lismore 2480,Lismore,Richmond River High Campus,,,,,,
5064543,Cullen Bullen Public School,Built,1,Cullen Bullen,15-23 Castlereagh Highway Cullen Bullen 2790,Lithgow,Buildings B00A and B00D,-33.299877,150.032317,,,,
5064544,Lithgow Public School,Built,1,Lithgow,163 Mort Street Lithgow 2790,Lithgow,"Buildings B00A, B00B, B00D-B00F, B00I and B00J",-33.482092,150.160227,,,,
5064545,Meadow Flat Public School,Built,1,Meadow Flat,9 Great Western Highway Meadow Flat 2795,Lithgow,Buildings B00A and B00C and Bell,-33.433726,149.920456,,,,
5064546,Cooerwull Public School,Archaeological-Terrestrial,1,Lithgow,319-321 Main Street Lithgow 2790,Lithgow,Archaeology,-33.484053,150.142093,,,,
5064547,Meadow Flat Public School,Archaeological-Terrestrial,1,Meadow Flat,9 Great Western Highway Meadow Flat 2795,Lithgow,Archaeology,-33.433726,149.920456,,,,
5064549,Capertee Public School,Complex / Group,1,Capertee,33-35 Castleregh Street Capertee 2846,Lithgow,,-33.147074,149.985922,,,,
5064550,Lithgow Public School,Complex / Group,1,Lithgow,163 Mort Street Lithgow 2790,Lithgow,,-33.482092,150.160227,,,,
5064551,Portland Central School,Complex / Group,1,Portland,14 Vale Street Portland 2847,Lithgow,,-33.354772,149.979653,,,,
5064552,Ashcroft High School,Built,1,Ashcroft,108 Maxwells Avenue Ashcroft 2168,Liverpool,Memorial Gates,-33.920414,150.897272,,,,
5064554,Bringelly Public School,Built,1,Bringelly,1205 The Northern Road Bringelly 2171,Liverpool,Buildings B00E-B00H,-33.93791,150.730266,,,,
5064555,Chipping Norton Public School,Built,1,Chipping Norton,4 Central Avenue Chipping Norton 2170,Liverpool,"Buildings B00A-B00D, B00G and B00J",-33.909108,150.96085,,,,
5064556,Mainsbridge School,Built,1,Liverpool,118 Flowerdale Road Liverpool 2170,Liverpool,Building B00D,-33.90964,150.928233,,,,
5064557,Luddenham Public School,Built,1,Luddenham,2158 The Northern Road Luddenham 2745,Liverpool,Building B00C,-33.881331,150.691523,,,,
5064558,Liverpool Public School,Built,3,Liverpool,251 Bigge Street and Railway Street Liverpool 2170,Liverpool,Buildings B00B-B00E and Archaeology,-33.923572,150.925924,,,,
5064559,Liverpool Public School,Complex / Group,1,Liverpool,Railway Street Liverpool 2170,Liverpool,,-33.923572,150.925924,,,,
5064560,Quirindi High School,Built,1,Quirindi,113 Hill Street Quirindi 2343,Liverpool Plains,Building B00A,-31.501631,150.680087,,,,
5064561,Quirindi Public School,Built,1,Quirindi,22 Munro Street Quirindi 2343,Liverpool Plains,Building B00D,-31.497558,150.678035,,,,
5064562,Werris Creek Public School,Built,1,Werris Creek,68 Dewhurst Street Werris Creek 2341,Liverpool Plains,"Buildings B00B, B00E-B00G and B00J",-31.348938,150.651466,,,,
5064563,The Rock Central School,Complex / Group,1,The Rock,Ford Street The Rock 2655,Lockhart,,-35.266335,147.115239,,,,
5064564,Yerong Creek Public School,Complex / Group,1,Yerong Creek,23-29 Cole Street Yerong Creek 2642,Lockhart,,-35.386787,147.060987,,,,
5064565,Lord Howe Island Central School,Landscape,3,Lord Howe Island,Lagoon Road Lord Howe Island 2898,Lord Howe Island,,-31.530072,159.069032,,,,
5064566,Lord Howe Island Central School,Landscape,3,Lord Howe Island,Lots 11 and 12 Douglas Terrace Lord Howe Island 2898,Lord Howe Island,Residences,-31.530072,159.069032,,,,
5064567,Maitland High School,Built,1,East Maitland,30 High Street East Maitland 2323,Maitland,"Buildings B00A, B00B, B00L, B00P and B00W",-32.747365,151.597333,,,,
5064568,Maitland East Public School,Built,1,East Maitland,28 William Street East Maitland 2323,Maitland,Building B00A,-32.748991,151.585256,,,,
5064569,Largs Public School,Built,1,Largs,1-5 Hunter Street Largs 2320,Maitland,"Buildings B00A-B00C, B00E, B00G and Residence",-32.700491,151.60564,,,,
5064570,Maitland Public School,Built,1,Maitland,70 Elgin Street Maitland 2320,Maitland,Buildings B00A-B00F,-32.73546,151.553306,,,,
5064571,Morpeth Public School,Built,1,Morpeth,46 High Street Morpeth 2321,Maitland,Building B00A,-32.725663,151.632128,,,,
5065568,Maitland Public School,Complex / Group,1,Maitland,70 Elgin Street Maitland 2320,Maitland,,-32.73546,151.553306,,,,
5065569,Maitland East Public School,Complex / Group,1,East Maitland,26 William Street East Maitland 2323,Maitland,,-32.748991,151.585256,,,,
5065570,Nillo Infants School,Complex / Group,1,Lorn,Belmore Road Lorn 2320,Maitland,,-32.727541,151.559611,,,,
5065571,Morpeth Public School,Complex / Group,1,Morpeth,46 High Street Morpeth 2321,Maitland,,-32.725663,151.632128,,,,
5065572,Manly West Public School,Landscape,1,Balgowlah,Griffiths Street Balgowlah 2093,Manly,"Buildings B00D, B00E and B00G and Significant Trees",-33.791875,151.268753,,,,
5065573,Manly Village Public School,Built,1,Manly,Darley Road Manly 2095,Manly,Building B00C,-33.7994,151.287627,,,,
5065574,Manly Village Public School,Built,1,Manly,12 Wentworth Street Manly 2095,Manly,Building B00D,-33.7994,151.287627,,,,
5065575,Manly Village Public School,Built,1,Manly,Darley Road Manly 2095,Manly,"Buildings B00A, B00B and 1882 Parapet Monument",-33.7994,151.287627,,,,
5065576,Manly Village Public School,Complex / Group,1,Manly,Darley Road Manly 2095,Manly,,-33.7994,151.287627,,,,
5065577,Bridge Road School,Built,1,Camperdown,127 Parramatta Road Camperdown 2050,Marrickville,Buildings B00A and B00G,-33.887445,151.175254,,,,
5065580,Dulwich Hill High School,Built,1,Dulwich Hill,1-9 Seaview Street Dulwich Hill 2203,Marrickville,Building B00C,,,,,,
5065581,Marrickville Public School,Built,1,Marrickville,116 Chapel Street Marrickville 2204,Marrickville,Buildings B00A-B00D and B00K,-33.906705,151.162658,,,,
5065582,Marrickville West Public School,Built,1,Marrickville,2A Beauchamp Street Marrickville 2204,Marrickville,"Buildings B00A, B00B and B00G",-33.914468,151.145073,,,,
5065583,Ferncourt Public School,Built,1,Marrickville,74 Premier Street Marrickville 2204,Marrickville,Building B00A,-33.921393,151.151497,,,,
5065584,Australia Street Infants School,Built,1,Newtown,229 Australia Street Newtown 2042,Marrickville,"Buildings B00A, B00B, B00D and B00F",-33.895783,151.177607,,,,
5065586,Camdenville Public School,Built,1,Newtown,127-137 Wells Street Newtown 2042,Marrickville,"Buildings B002, B003, B007 and B008",-33.906146,151.175741,,,,
5065587,Fort Street High School,Built,1,Petersham,620 Parramatta Road Petersham 2049,Marrickville,Buildings B00A and B00B,-33.890196,151.1529,,,,
5065588,Stanmore Public School,Built,1,Stanmore,96 Cambridge Street Stanmore 2048,Marrickville,Buildings B00B and B00C,-33.895506,151.165283,,,,
5065589,St Peters Public School,Built,1,Petersham,93A Church Street Petersham 2049,Marrickville,Buildings B00A and B00C,-33.912993,151.176696,,,,
5065590,Tempe High School and Tempe Public School,Built,1,Tempe,119 Unwins Bridge Road Tempe 2044,Marrickville,Buildings B00B and B00BS,,,,,,
5065591,Bridge Road School,Complex / Group,1,Camperdown,2 Victory Lane Camperdown 2050,Marrickville,,-33.887445,151.175254,,,,
5065592,Australia Street Infants School,Complex / Group,1,Newtown,229 Australia Street Newtown 2042,Marrickville,,-33.895783,151.177607,,,,
5066038,Stanmore Public School,Complex / Group,1,Stanmore,96 Cambridge Street Stanmore 2048,Marrickville,,-33.895506,151.165283,,,,
5067115,NSW School of Languages,Built,1,Petersham,West Street Petersham 2049,Marrickville,"Buildings B0CC, B0DD and B0EE",-33.894807,151.150285,,,,
5065595,Goolma Public School,Built,1,Goolma,16 Gollan Road Goolma 2852,Mid-Western Regional,Buildings B00A-B00C,-32.3688,149.26901,,,,
5065596,Red Hill Environmental Education Centre,Built,1,Gulgong,41 White Street Gulgong 2852,Mid-Western Regional,Building B00A,-32.364632,149.536274,,,,
5065597,Red Hill Environmental Education Centre,Built,1,Gulgong,41 White Street Gulgong 2852,Mid-Western Regional,Building B00B,-32.364632,149.536274,,,,
5065598,Ilford Public School,Built,1,Ilford,6943 Castlereagh Highway Ilford 2850,Mid-Western Regional,Building B00C,-32.966702,149.855478,,,,
5065599,Kandos High School,Built,1,Kandos,16-38 Fleming Street Kandos 2848,Mid-Western Regional,Building B00C,-32.855738,149.974588,,,,
5065600,Mudgee High School,Built,1,Mudgee,41 Douro Street Mudgee 2850,Mid-Western Regional,Building B00A,-32.597793,149.583627,,,,
5065601,Mudgee Public School,Built,1,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,Buildings B002 and B011,-32.59594,149.583964,,,,
5065602,Mudgee Public School,Built,1,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,Building B001,-32.59594,149.583964,,,,
5065603,Mudgee Public School,Built,1,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,Building B00A,-32.59594,149.583964,,,,
5065605,Mudgee High School,Complex / Group,1,Mudgee,41 Douro Street Mudgee 2850,Mid-Western Regional,,-32.597793,149.583627,,,,
5065606,Mudgee Public School,Complex / Group,1,Mudgee,44 Perry Street Mudgee 2850,Mid-Western Regional,,-32.59594,149.583964,,,,
5065607,Gulgong Public School and High School,Complex / Group,1,Gulgong,40-66 Belmore Street Gulgong 2852,Mid-Western Regional,,,,,,,
5065608,Red Hill Environmental Education Centre,Complex / Group,1,Gulgong,41 White Street Gulgong 2852,Mid-Western Regional,,-32.364632,149.536274,,,,
5065609,Rylstone Public School,Complex / Group,1,Rylstone,25 Mudgee Street Rylstone 2849,Mid-Western Regional,,-32.795564,149.972877,,,,
5065610,Hargraves Public School,Complex / Group,1,Hargraves,66 Merinda Street Hargraves 2850,Mid-Western Regional,,-32.783336,149.461924,,,,
5065611,Mosman Public School,Built,1,Mosman,2 Gouldsbury Street Mosman 2088,Mosman,Building B00B,-33.828052,151.241198,,,,
5065612,Mosman High School,Built,1,Mosman,745 Military Road Mosman 2088,Mosman,Buildings B00A and B00D,-33.829677,151.243425,,,,
5065613,Middle Harbour Public School,Built,1,Mosman,8 Hale Road Mosman 2088,Mosman,Building B00K,-33.82282,151.2327,,,,
5065614,Mosman High School,Complex / Group,1,Mosman,745 Military Road Mosman 2088,Mosman,,-33.829677,151.243425,,,,
5065615,Muswellbrook High School,Built,1,Muswellbrook,King Street Muswellbrook 2333,Muswellbrook,Building B00K,-32.268737,150.897592,,,,
5065616,Muswellbrook High School,Built,1,Muswellbrook,King Street Muswellbrook 2333,Muswellbrook,Buildings B00B and B00E,-32.268737,150.897592,,,,
5065617,Bowraville Central School,Built,1,Bowraville,High Street Bowraville 2449,Nambucca,"Buildings  B00A, B00B, B00G, B00I and B00L-B00P",-30.645289,152.853898,,,,
5065618,Bowraville Central School,Complex / Group,1,Bowraville,High Street Bowraville 2449,Nambucca,,-30.645289,152.853898,,,,
5065621,Narrandera Public School,Built,1,Narrandera,85 Bolton Street Narrandera 2700,Narrandera,"Buildings B00A, B00C, B00D, B00F, B00G and B00S",-34.744466,146.547854,,,,
5065622,Adamstown Administrative Office,Built,1,Adamstown,201 Brunker Road Adamstown 2289,Newcastle,Buildings B00A-B00D,,,,,,
5065623,Beresfield Public School,Built,1,Beresfield,181-183 Anderson Drive Beresfield 2322,Newcastle,Building B00B,-32.803964,151.654863,,,,
5065624,Hunter School of the Performing Arts,Built,1,Broadmeadow,115 Lambton Road Broadmeadow 2292,Newcastle,"Buildings B00G, B00H, B00J and B00Q",,,,,,
5065625,Carrington Public School,Built,1,Carrington,88 Young Street Carrington 2294,Newcastle,Buildings B00A and B00B,-32.912446,151.765328,,,,
5065626,Newcastle High School,Built,1,Cooks Hill,102 Laman Street Cooks Hill 2300,Newcastle,Cooks Hill Campus,-32.931677,151.758378,,,,
5065627,Hamilton Public School,Built,1,Hamilton,1A Dixon Street Hamilton 2303,Newcastle,Buildings B00A-B00D,-32.924141,151.74331,,,,
5065628,Newcastle High School,Built,1,Newcastle West,25A National Park Street Newcastle West 2302,Newcastle,"Buildings B00A-B00E, B00G-B00I, B00L and B00P",-32.931677,151.758378,,,,
5065629,Islington Public School,Built,1,Islington,17 Hubbard Street Islington 2296,Newcastle,Building B00B and Significant Trees,-32.911412,151.744091,,,,
5065630,Lambton Public School,Built,1,Lambton,18 Croudace Street Lambton 2299,Newcastle,Buildings B00B and B00C,-32.911705,151.704134,,,,
5065631,Mayfield East Public School,Built,1,Mayfield,34 Crebert Street Mayfield 2304,Newcastle,"Buildings B00A, B00B, B00D and B00E",-32.89536,151.748666,,,,
5065632,Mayfield West Public School,Built,1,Mayfield West,7 Gregson Avenue Mayfield West 2304,Newcastle,Buildings B00B and B00C,-32.888697,151.730116,,,,
5065633,Minmi Public School,Built,1,Minmi,56 Woodford Street Minmi 2287,Newcastle,Bell and Foundation Stones,-32.876125,151.617471,,,,
5065634,New Lambton Public School,Built,1,New Lambton,66 Regent Street New Lambton 2305,Newcastle,Buildings B00B and B00C,-32.922604,151.712784,,,,
5065635,John Hunter Hospital School,Built,1,New Lambton,14 Lookout Road New Lambton 2305,Newcastle,Curtilage,-32.921378,151.697398,,,,
5065636,Stockton Public School,Built,1,Stockton,1/10 Clyde Street Stockton 2295,Newcastle,Buildings B00A-B00C and B00H,-32.910956,151.781095,,,,
5065637,Newcastle East Public School,Built,1,The Hill,48 Brown Street The Hill 2300,Newcastle,Building B00A and Period Fence,-32.930285,151.776915,,,,
5065638,The Junction Public School,Built,1,The Junction,16 Watkins Street The Junction 2291,Newcastle,Buildings B00H and B00I,-32.939964,151.758644,,,,
5065639,Tighes Hill Public School,Built,1,Tighes Hill,31-33 Elizabeth Street Tighes Hill 2297,Newcastle,Buildings B00A-B00C,-32.908099,151.751254,,,,
5065640,Wallsend Public School,Built,1,Wallsend,26 Martindale Street Wallsend 2287,Newcastle,Buildings B00A-B00C,-32.908099,151.671582,,,,
5065641,Plattsburg Public School,Built,1,Wallsend,2 Ranclaud Street Wallsend 2287,Newcastle,Buildings B00B and B00H,-32.896354,151.669186,,,,
5065642,Callaghan College,Built,1,Waratah,26 Turton Road Waratah 2298,Newcastle,Waratah Technology Campus,,,,,,
5065643,Newcastle High School,Complex / Group,1,Cooks Hill,102 Laman Street Cooks Hill 2300,Newcastle,Cooks Hill Campus,-32.931677,151.758378,,,,
5065644,Hamilton South Public School,Complex / Group,1,Merewether,96-98 Kenrick Street Merewether 2291,Newcastle,,-32.93344,151.753489,,,,
5065645,Newcastle High School,Complex / Group,1,Newcastle West,25A National Park Street Newcastle West 2302,Newcastle,,-32.931677,151.758378,,,,
5066498,Callaghan College,Built,0,Jesmond,24 Janet Street Jesmond 2299,Newcastle,Jesmond Campus,,,,,,
5065646,Cammeray Public School,Built,1,Cammeray,66 Palmer Street Cammeray 2062,North Sydney,Building B00A,-33.820422,151.211542,,,,
5065647,North Sydney Girls High School,Built,1,Crows Nest,365 Pacific Highway Crows Nest 2065,North Sydney,Building B00B,-33.830244,151.203447,,,,
5065648,North Sydney Boys High School,Built,1,North Sydney,127 Falcon Street North Sydney 2060,North Sydney,"Buildings B00B, B00D and B00G",-33.829336,151.207734,,,,
5065650,Neutral Bay Public School,Built,1,Neutral Bay,175 Ben Boyd Road Neutral Bay 2089,North Sydney,Buildings B00A and B00B,-33.83261,151.219605,,,,
5065652,North Sydney Public School,Built,1,North Sydney,Pacific Highway North Sydney 2060,North Sydney,"Buildings B00A, B00D and B00F, Gates and Period Fence",-33.834819,151.203685,,,,
5065653,Cammeraygal High School,Built,1,North Sydney,194 Pacific Highway North Sydney 2060,North Sydney,Building B00A,-33.832162,151.20304,,,,
5065654,Cammeray Public School,Complex / Group,1,Cammeray,66 Palmer Street Cammeray 2062,North Sydney,,-33.820422,151.211542,,,,
5065656,North Sydney Boys High School,Complex / Group,1,North Sydney,127 Falcon Street North Sydney 2060,North Sydney,,-33.829336,151.207734,,,,
5065657,North Sydney Girls High School,Complex / Group,1,Crows Nest,365 Pacific Highway Crows Nest 2065,North Sydney,,-33.830244,151.203447,,,,
5065659,Oberon Public School,Built,1,Oberon,11-19 Dart Street Oberon 2787,Oberon,Building B00N,-33.703254,149.864517,,,,
5065660,Orange East Public School,Built,1,Orange,46-56 Nile Street Orange 2800,Orange,Buildings B004 and B005,-33.282069,149.113698,,,,
5065661,Canobolas Public School,Built,1,Canobolas,386 Canobolas Road Canobolas 2800,Orange,Building B00A,-33.305942,149.04621,,,,
5065662,Orange Public School,Built,1,Orange,78 Kite Street Orange 2800,Orange,Buildings B00C-B00E,-33.286264,149.096584,,,,
5065663,Spring Hill Public School,Built,1,Spring Hill,2 Seaton Street Spring Hill 2800,Orange,Building B00A,-33.399574,149.151294,,,,
5065664,Orange Public School,Complex / Group,1,Orange,78 Kite Street Orange 2800,Orange,,-33.286264,149.096584,,,,
5065665,Spring Hill Public School,Complex / Group,1,Spring Hill,2 Seaton Street Spring Hill 2800,Orange,,-33.399574,149.151294,,,,
5065666,Braidwood Central School,Built,3,Braidwood,9 Wilson Street Braidwood 2622,Palerang,Buildings B00A and B00G,-35.440595,149.798888,,,,
5065667,Bungendore Public School,Built,1,Bungendore,59-65 Gibraltar Street Bungendore 2621,Palerang,Buildings B00A and B00G,-35.255619,149.444628,,,,
5065668,Captains Flat Public School,Built,1,Captains Flat,14 Montgomery Street Captains Flat 2621,Palerang,Buildings B00A and B00B,-35.587192,149.450147,,,,
5065669,Braidwood Central School,Complex / Group,3,Braidwood,9 Wilson Street Braidwood 2622,Palerang,,-35.440595,149.798888,,,,
5065670,Carlingford Public School,Built,1,Carlingford,5 Rickard Street Carlingford 2118,Parramatta,"Buildings B00A, B00B, B00D, B00E, B00G, B00H, B00L and B00O",-33.780094,151.055153,,,,
5065671,Granville Boys High School,Built,1,Granville,10 Mary Street Granville 2142,Parramatta,Building B00A and Significant Trees,-33.834618,151.008817,,,,
5065672,Granville Public School,Built,1,Granville,13 William Street Granville 2142,Parramatta,"Buildings B00B, B00C and B00H",-33.834264,151.004671,,,,
5065673,Granville South Public School,Built,1,Guildford,276 Woodville Road Guildford 2161,Parramatta,Building B00A,-33.848289,150.995883,,,,
5065674,Toongabbie Public School,Built,1,Old Toongabbie,59 Fitzwilliam Road Old Toongabbie 2146,Parramatta,"Buildings B00A, B00D, B00E, B00F and B00J",-33.787181,150.966667,,,,
5065675,Arthur Phillip High School,Built,1,Parramatta,80-100 Macquarie Street Parramatta 2150,Parramatta,Period Wall,-33.815715,151.007474,,,,
5065676,Arthur Phillip High School,Built,1,Parramatta,175 Macquarie Street Parramatta 2150,Parramatta,"Building B00B, B00C and Archaeology",-33.815715,151.007474,,,,
5065677,Bayanami Public School,Built,3,Parramatta,3 Marist Place Parramatta 2150,Parramatta,"Buildings B001-B004, Grounds and Archaeology",-33.80993,151.001264,,,,
5065678,Macarthur Girls High School,Built,1,Parramatta,9 Thomas Street Parramatta 2150,Parramatta,"Building B00A and B00E, Period Gates, Archaeology and Landscaping",-33.813086,151.012499,,,,
5065679,Rosehill Public School,Built,1,Rosehill,22 Prospect Street Rosehill 2142,Parramatta,"Buildings B001, B002, B005 and B008",-33.824229,151.018376,,,,
5065680,Macarthur Girls High School,Archaeological-Terrestrial,1,Parramatta,9 Thomas Street Parramatta 2150,Parramatta,Archaeology,-33.813086,151.012499,,,,
5065681,Granville Boys High School,Complex / Group,1,Granville,10 Mary Street Granville 2142,Parramatta,,-33.834618,151.008817,,,,
5065682,Granville Public School,Complex / Group,1,Granville,13 William Street Granville 2142,Parramatta,,-33.834264,151.004671,,,,
5065683,Kingswood Public School,Built,1,Kingswood,46-54 Second Avenue Kingswood 2747,Penrith,Building B00B,-33.765884,150.726509,,,,
5065684,Llandilo Public School,Built,1,Llandilo,222 Seventh Avenue Llandilo 2747,Penrith,Building B00F,-33.707237,150.751783,,,,
5065685,Penrith Administrative Office,Built,1,Penrith,57 Henry Street Penrith 2750,Penrith,Building B00M,,,,,,
5065686,Penrith Public School,Built,1,Penrith,194 High Street Penrith 2750,Penrith,Building B00A and Significant Trees,-33.755926,150.70439,,,,
5065687,Regentville Public School,Built,1,Regentville,32-34 School House Road Regentville 2745,Penrith,Buildings B00A and B00K and Landscape,-33.77728,150.668311,,,,
5065688,St Marys Public School,Built,1,St Marys,2-6 Princess Mary Street St Marys 2760,Penrith,"Building B00G, Residence, Grounds and Significant Trees",-33.768364,150.770634,,,,
5065689,Wallacia Public School,Built,1,Wallacia,1573-1585 Mulgoa Road Wallacia 2745,Penrith,Building B00B and B00D,-33.862695,150.641613,,,,
5065690,Newport Public School,Built,1,Newport,25 Queens Parade Newport 2106,Pittwater,Bell and Foundation Stone,-33.660561,151.312237,,,,
5065691,Newport Public School,Built,1,Newport,25 Queens Parade Newport 2106,Pittwater,Significant Tree,-33.660561,151.312237,,,,
5065692,Newport Public School,Built,1,Newport,25 Queens Parade Newport 2106,Pittwater,Significant Tree,-33.660561,151.312237,,,,
5065693,Narrabeen North Public School,Built,1,Narrabeen,6 Namona Street Narrabeen 2101,Pittwater,Buildings B00A and B00B,-33.699095,151.298134,,,,
5065694,Beechwood Public School,Built,1,Beechwood,614 Beechwood Road Beechwood 2446,Port Macquarie-Hastings,Buildings B00B and B00H,-31.435535,152.68094,,,,
5065695,Kendall Public School,Built,1,Kendall,8 Logans Crossing Road Kendall 2439,Port Macquarie-Hastings,Building B00A,-31.627392,152.702756,,,,
5065697,Wauchope Public School,Built,1,Wauchope,2 Waugh Street Wauchope 2446,Port Macquarie-Hastings,Buildings B006 and Significant Trees,-31.455935,152.729534,,,,
5065698,Port Macquarie Public School,Archaeological-Terrestrial,1,Port Macquarie,1-13 Grant Street Port Macquarie 2444,Port Macquarie-Hastings,Archaeology,-31.429869,152.913872,,,,
5065699,Hinton Public School,Built,1,Hinton,20 Paterson Street Hinton 2321,Port Stephens,"Buildings B00A, B00D, B00E and Memorial Gates",-32.716733,151.650674,,,,
5065701,Raymond Terrace Public School,Built,1,Raymond Terrace,154A Adelaide Street Raymond Terrace 2324,Port Stephens,Building B00C and Movable Item,-32.767016,151.74001,,,,
5065702,Iona Public School,Archaeological-Terrestrial,1,Woodville,848 Paterson Road Woodville 2321,Port Stephens,Archaeology,-32.665063,151.604218,,,,
5065703,Hinton Public School,Complex / Group,1,Hinton,20 Paterson Street Hinton 2321,Port Stephens,,-32.716733,151.650674,,,,
5065704,Raymond Terrace Public School,Complex / Group,1,Raymond Terrace,154A Adelaide Street Raymond Terrace 2324,Port Stephens,,-32.767016,151.74001,,,,
5065705,Queanbeyan Public School,Built,1,Queanbeyan,21 Isabella Street Queanbeyan 2620,Queanbeyan,Building B00I,-35.357526,149.236154,,,,
5065706,Queanbeyan Public School,Complex / Group,1,Queanbeyan,21 Isabella Street Queanbeyan 2620,Queanbeyan,,-35.357526,149.236154,,,,
5065707,Coogee Public School,Built,1,Coogee,107-121E Coogee Bay Road Coogee 2034,Randwick,Buildings B00A and B00B,-33.920819,151.249846,,,,
5065708,Kensington Public School,Built,1,Kensington,77-79 Doncaster Avenue Kensington 2033,Randwick,Buildings B001 and B005,-33.909604,151.224965,,,,
5065710,Malabar Public School,Built,1,Malabar,231-239 Franklin Street Malabar 2036,Randwick,Building B00A,-33.962214,151.248559,,,,
5065711,Randwick Public School,Built,1,Randwick,62-88 Avoca Street Randwick 2031,Randwick,"Buildings B00A, B00B, B00D and B00I",-33.910645,151.241714,,,,
5065712,Rainbow Street Public School,Built,1,Randwick,90-98E Rainbow Street Randwick 2031,Randwick,Building B00A,-33.924647,151.237164,,,,
