HeritageItemID,SchoolName_x,HeritageTypeName,HeritageGroupName,EndorsedSignificance,ListingNumber,AreaHectares,AboriginalAreaName,Suburb,Address,LocalGovtAreaName,StreetNumber,StreetName,MatchName,ItemName,School_code,AgeID,SchoolName_y,Street,Town_suburb,Postcode,Latitude,Longitude
5065762,Strathfield Adminstrative Office,Complex / Group,Education,1,6,0.379,Dharug,Strathfield,65-69 Albert Road Strathfield 2135,Strathfield,65-69,Albert Road,strathfield adminstrative office,,,,,,,,,
5065763,Marie Bashir Public School,Complex / Group,Education,1,6,0.1179,Dharug,Strathfield,149-161 Albert Road Strathfield 2135,Strathfield,149-161,Albert Road,marie bashir public school,,4652.0,70139.0,marie bashir public school,159 Albert Road,STRATHFIELD,2135.0,-33.875168,151.079424
5065764,Bundeena Public School - Significant Trees,Landscape,,1,5,2.022,Dhawa,Bundeena,48R Scarborough Street Bundeena 2230,Sutherland,48R,Scarborough Street,bundeena public school,Significant Trees,3765.0,46139.0,bundeena public school,48R Scarborough St,Bundeena,2230.0,-34.086792,151.152422
5065765,Cronulla Public School - Buildings B00A and Grounds,Built,,1,5,1.89653,Dhawa,Cronulla,20-24 Burraneer Bay Road Cronulla 2230,Sutherland,20-24,Burraneer Bay Road,cronulla public school,Buildings B00A and Grounds,1682.0,48656.0,cronulla public school,18-24 Burraneer Bay Rd,Cronulla ,2230.0,-34.054077,151.14773
5065766,Cronulla Public School - Significant Trees,Landscape,,1,5,1.428,Dhawa,Cronulla,20-24 Burraneer Bay Road Cronulla 2230,Sutherland,20-24,Burraneer Bay Road,cronulla public school,Significant Trees,1682.0,48656.0,cronulla public school,18-24 Burraneer Bay Rd,Cronulla ,2230.0,-34.054077,151.14773
5065769,Gymea Technology High School - Significant Trees,Landscape,,1,5,5.593,Dhawa,Gymea,490-492 Princes Highway Gymea 2227,Sutherland,490-492,Princes Highway,gymea technology high school,Significant Trees,8386.0,46414.0,gymea technology high school,Princes Hwy and Hotham Road,Gymea,2227.0,-34.029985,151.08338
5065770,Botany Bay Environmental Education Centre,Landscape,,3,5,,Dhawa,Kurnell,2 Polo Street Kurnell 2231,Sutherland,2,Polo Street,botany bay environmental education centre,,,,,,,,,
5065772,Sutherland Public School - Building B00A,Built,,1,5,0.6735,Dhawa,Sutherland,38-54 Eton Street Sutherland 2232,Sutherland,38-54,Eton Street,sutherland public school,Building B00A,3136.0,44411.0,sutherland public school,38-54 Eton Street,Sutherland,2232.0,-34.033001,151.059149
5065773,Sutherland Public School - Building B00B and Grounds,Built,,1,5,0.6692,Dhawa,Sutherland,38-54 Eton Street Sutherland 2232,Sutherland,38-54,Eton Street,sutherland public school,Building B00B and Grounds,3136.0,44411.0,sutherland public school,38-54 Eton Street,Sutherland,2232.0,-34.033001,151.059149
5065774,Sylvania Public School - Building B00B,Built,,1,5,0.32743,Dhawa,Sylvania,46 Princes Highway Sylvania 2224,Sutherland,46,Princes Highway,sylvania public school,Building B00B,3143.0,57484.0,sylvania public school,48 PRINCES HIGHWAY,SYLVANIA,2224.0,-34.008118,151.112077
5065777,Royal National Park Environmental Education Centre,Landscape,,3,6,,Dhawa,Audley,159 Farnell Avenue Audley 2232,Sutherland,159,Farnell Avenue,royal national park environmental education centre,,5691.0,64089.0,royal national park environmental education centre,159 Farnell Avenue,ROYAL NATIONAL PARK,2232.0,-34.06282,151.057682
5065778,"Darlinghurst Public School - Buildings B00A-B00E, Period Fencing and Landscape",Built,,1,5,0.5962,Eora,Darlinghurst,350 Liverpool Street Darlinghurst 2010,Sydney,350,Liverpool Street,darlinghurst public school,"Buildings B00A-B00E, Period Fencing and Landscape",7414.0,45327.0,darlinghurst public school,Womerah Ave,Potts Point ,2011.0,-33.878599,151.223432
5065779,Erskineville Public School - Buildings B00B and B00C,Built,,1,5,0.93785,Eora,Erskineville,13 Swanson Street Erskineville 2043,Sydney,13,Swanson Street,erskineville public school,Buildings B00B and B00C,4147.0,47594.0,erskineville public school,Swanson St,Erskineville ,2043.0,-33.900881,151.186112
5065780,"Forest Lodge Public School - Buildings B00A and B00C, Period Wall, Period Entrance Gate and Grounds",Built,,1,5,0.568292,Eora,Forest Lodge,231-233 Bridge Road Forest Lodge 2037,Sydney,231-233,Bridge Road,forest lodge public school,"Buildings B00A and B00C, Period Wall, Period Entrance Gate and Grounds",1932.0,46141.0,forest lodge public school,Bridge Rd,Forest Lodge ,2037.0,-33.882169,151.181597
5065781,Glebe Public School - Buildings B00A-B00D and Memorial,Built,,1,5,0.4864,Eora,Glebe,9-11 Derwent Street Glebe 2037,Sydney,9-Nov,Derwent Street,glebe public school,Buildings B00A-B00D and Memorial,7419.0,47583.0,glebe public school,Derwent St,Glebe ,2037.0,-33.883685,151.19097
5065782,"Fort Street Public School - Building B00A, Grounds and Significant Trees",Built,,3,5,0.36985,Eora,Millers Point,10 Upper Fort Street Millers Point 2000,Sydney,10,Upper Fort Street,fort street public school,"Building B00A, Grounds and Significant Trees",1937.0,57425.0,fort street public school,Observatory Hill 2 Upper Fort Street,Millers Point,2000.0,-33.860427,151.204871
5065783,Sydney Boys High School - Building B00A and Grounds,Built,,1,5,3.61,Eora,Moore Park,556 Cleveland Street Moore Park 1363,Sydney,556,Cleveland Street,sydney boys high school,Building B00A and Grounds,8137.0,45328.0,sydney boys high school,556 Cleveland Street,MOORE PARK,2021.0,-33.892165,151.218904
5065784,Sydney Girls High School - Building B00A and Grounds,Built,,1,5,2.247,Eora,Moore Park,560 Cleveland Street Moore Park 1363,Sydney,560,Cleveland Street,sydney girls high school,Building B00A and Grounds,8138.0,45329.0,sydney girls high school,Moore Park,Surry Hills ,2010.0,-33.894191,151.220371
5065785,"Newtown North Public School - Building B00A, Fencing and Grounds",Built,,1,5,0.6531,Eora,Newtown,70 Carillon Avenue Newtown 2042,Sydney,70,Carillon Avenue,newtown north public school,"Building B00A, Fencing and Grounds",2744.0,47592.0,newtown north public school,Carillon Ave,Newtown ,2042.0,-33.891821,151.185392
5065786,"Newtown High School of the Performing Arts - Building B00A, Memorial and Grounds",Built,,1,5,0.4259,Eora,Newtown,352-358 King Street Newtown 2042,Sydney,352-358,King Street,newtown high school of the performing arts,"Building B00A, Memorial and Grounds",,,,,,,,
5065787,Newtown High School of the Performing Arts - Building B00H,Built,,1,5,0.1712,Eora,Newtown,352 King Street Newtown 2042,Sydney,352,King Street,newtown high school of the performing arts,Building B00H,,,,,,,,
5065788,Paddington Public School - Buildings B00A-B00C and Grounds,Built,,1,5,0.43997,Eora,Paddington,421 Oxford Street Paddington 2021,Sydney,421,Oxford Street,paddington public school,Buildings B00A-B00C and Grounds,7432.0,45221.0,paddington public school,Oxford St,Paddington ,2021.0,-33.887603,151.230188
5065789,Gardeners Road Public School - Buildings B00A-B00D and Grounds,Built,,1,5,2.195,Eora,Rosebery,827 Botany Road Rosebery 2018,Sydney,827,Botany Road,gardeners road public school,Buildings B00A-B00D and Grounds,7418.0,46132.0,gardeners road public school,420-422 Gardeners Road,ROSEBERY,2018.0,-33.920643,151.198034
5065790,"Bourke Street Public School - Buildings B00A and B00B, Fencing and Grounds; Air Raid Shelters (Archaeology)",Built,,1,5,0.58695,Eora,Surry Hills,590-614 Bourke Street Surry Hills 2010,Sydney,590-614,Bourke Street,bourke street public school,"Buildings B00A and B00B, Fencing and Grounds; Air Raid Shelters (Archaeology)",7408.0,45324.0,bourke street public school,590 Bourke St,Surry Hills ,2010.0,-33.890534,151.215737
5065791,"Inner Sydney High School - Buildings B001-B003, Period Fencing and Grounds",Built,,1,5,0.5645,Eora,Surry Hills,244 Cleveland Street Surry Hills 2010,Sydney,244,Cleveland Street,inner sydney high school,"Buildings B001-B003, Period Fencing and Grounds",8913.0,86429.0,inner sydney high school,Cnr Cleveland St & Chalmers St,Surry Hills,2010.0,-33.889372,151.20603
5065792,"Crown Street Public School - Buildings B00A-B00D, Period Fencing and Grounds",Built,,3,5,0.62216,Eora,Surry Hills,356 Crown Street Surry Hills 2010,Sydney,356,Crown Street,crown street public school,"Buildings B00A-B00D, Period Fencing and Grounds",3935.0,45326.0,crown street public school,356 Crown Street,Surry Hills ,2010.0,-33.882253,151.21522
5065793,Sydney Distance Education Public School - Buildings B00A and B00B and Period Fencing,Built,,1,5,0.1076,Eora,Surry Hills,376-386 Riley Street Surry Hills 2010,Sydney,376-386,Riley Street,sydney distance education public school,Buildings B00A and B00B and Period Fencing,,,,,,,,
5065794,Conservatorium High School,Built,,3,5,0.4004,Eora,Sydney,1 Conservatorium Road Sydney 2000,Sydney,1,Conservatorium Road,conservatorium high school,,8147.0,45319.0,conservatorium high school, Macquarie Street,Sydney,2000.0,-33.863407,151.21408
5065795,Yudi Gunyi School - Buildings B00A and B00B and Landscaping,Built,,1,5,0.7593,Eora,Waterloo,237-271 Botany Road Waterloo 2017,Sydney,237-271,Botany Road,yudi gunyi school,Buildings B00A and B00B and Landscaping,5460.0,62743.0,yudi gunyi school,237 Botany Rd,Waterloo ,2017.0,-33.904025,151.203108
5065796,Sydney Distance Education High School - Building B00F,Built,,1,5,0.012,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street,sydney distance education high school,Building B00F,8587.0,56692.0,sydney distance education high school,Forbes St,Woolloomooloo ,2011.0,-33.871053,151.22098
5065797,Sydney Distance Education High School - Building B00E,Built,,1,5,0.015,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street,sydney distance education high school,Building B00E,8587.0,56692.0,sydney distance education high school,Forbes St,Woolloomooloo ,2011.0,-33.871053,151.22098
5065798,Sydney Distance Education High School - Building B00A,Built,,1,5,0.0135,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street,sydney distance education high school,Building B00A,8587.0,56692.0,sydney distance education high school,Forbes St,Woolloomooloo ,2011.0,-33.871053,151.22098
5065799,Sydney Distance Education High School - Building B00A,Built,,1,5,0.0135,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street,sydney distance education high school,Building B00A,8587.0,56692.0,sydney distance education high school,Forbes St,Woolloomooloo ,2011.0,-33.871053,151.22098
5065800,Alexandria Park Community High School,Complex / Group,Education,1,6,0.6512,Eora,Alexandria,57-77 Mitchell Road Alexandria 2015,Sydney,57-77,Mitchell Road,alexandria park community high school,,,,,,,,,
5065801,Darlinghurst Public School,Complex / Group,Education,1,6,0.5962,Eora,Darlinghurst,350 Liverpool Street Darlinghurst 2010,Sydney,350,Liverpool Street,darlinghurst public school,,7414.0,45327.0,darlinghurst public school,Womerah Ave,Potts Point ,2011.0,-33.878599,151.223432
5065803,Erskineville Public School,Complex / Group,Education,1,6,0.5962,Eora,Erskineville,13 Swanson Street Erskineville 2043,Sydney,13,Swanson Street,erskineville public school,,4147.0,47594.0,erskineville public school,Swanson St,Erskineville ,2043.0,-33.900881,151.186112
5065804,Glebe Public School,Complex / Group,Education,1,6,0.4864,Eora,Glebe,9-11 Derwent Street Glebe 2037,Sydney,9-Nov,Derwent Street,glebe public school,,7419.0,47583.0,glebe public school,Derwent St,Glebe ,2037.0,-33.883685,151.19097
5065805,Sydney Secondary College - Blackwattle - Car Park,Complex / Group,Education,1,6,0.14862,Eora,Glebe,2-40 Taylor Street Glebe 2037,Sydney,Feb-40,Taylor Street,sydney secondary college,Blackwattle,,,,,,,,
5065806,Forest Lodge Public School,Complex / Group,Education,1,6,0.568292,Eora,Forest Lodge,231-233 Bridge Road Forest Lodge 2037,Sydney,231-233,Bridge Road,forest lodge public school,,1932.0,46141.0,forest lodge public school,Bridge Rd,Forest Lodge ,2037.0,-33.882169,151.181597
5065807,Fort Street Public School,Complex / Group,Education,3,6,0.44542,Eora,Millers Point,10 Upper Fort Street Millers Point 2000,Sydney,10,Upper Fort Street,fort street public school,,1937.0,57425.0,fort street public school,Observatory Hill 2 Upper Fort Street,Millers Point,2000.0,-33.860427,151.204871
5065808,Observatory Hill Environmental Education Centre,Complex / Group,Education,3,6,0.1738,Eora,Millers Point,10 Upper Fort Street Millers Point 2000,Sydney,10,Upper Fort Street,observatory hill environmental education centre,,5745.0,64086.0,observatory hill environmental education centre,Level 4  40 Gloucester Street,THE ROCKS,2000.0,-33.860863,151.204832
5065809,Sydney Boys High School,Complex / Group,Education,1,6,,Eora,Moore Park,556 Cleveland Street Moore Park 1363,Sydney,556,Cleveland Street,sydney boys high school,,8137.0,45328.0,sydney boys high school,556 Cleveland Street,MOORE PARK,2021.0,-33.892165,151.218904
5065810,Sydney Girls High School,Complex / Group,Education,1,6,5.857,Eora,Moore Park,560 Cleveland Street Moore Park 1363,Sydney,560,Cleveland Street,sydney girls high school,,8138.0,45329.0,sydney girls high school,Moore Park,Surry Hills ,2010.0,-33.894191,151.220371
5065811,Newtown Public School,Complex / Group,Education,1,6,0.6173,Eora,Newtown,352-358 King Street Newtown 2042,Sydney,352-358,King Street,newtown public school,,7431.0,47593.0,newtown public school,1 Norfolk St,Newtown ,2042.0,-33.899991,151.179405
5065812,Newtown High School of the Performing Arts,Complex / Group,Education,1,6,0.8426,Eora,Newtown,352-358 King Street Newtown 2042,Sydney,352-358,King Street,newtown high school of the performing arts,,,,,,,,,
5065813,Paddington Public School,Complex / Group,Education,1,6,0.43997,Eora,Paddington,421 Oxford Street Paddington 2021,Sydney,421,Oxford Street,paddington public school,,7432.0,45221.0,paddington public school,Oxford St,Paddington ,2021.0,-33.887603,151.230188
5065814,Crown Street Public School,Complex / Group,Education,1,6,0.62216,Eora,Surry Hills,356 Crown Street Surry Hills 2010,Sydney,356,Crown Street,crown street public school,,3935.0,45326.0,crown street public school,356 Crown Street,Surry Hills ,2010.0,-33.882253,151.21522
5065815,Bourke Street Public School,Complex / Group,Education,1,6,0.58695,Eora,Surry Hills,590-614 Bourke Street Surry Hills 2010,Sydney,590-614,Bourke Street,bourke street public school,,7408.0,45324.0,bourke street public school,590 Bourke St,Surry Hills ,2010.0,-33.890534,151.215737
5065816,Sydney Distance Education Public School,Complex / Group,Education,1,6,0.1076,Eora,Surry Hills,376-386 Riley Street Surry Hills 2010,Sydney,376-386,Riley Street,sydney distance education public school,,,,,,,,,
5065817,Plunkett Street Public School,Complex / Group,Education,1,6,0.7917,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street,plunkett street public school,,4551.0,45332.0,plunkett street public school,Forbes St,Woolloomooloo ,2011.0,-33.870879,151.22024
5065818,Sydney Distance Education High School,Complex / Group,Education,1,6,,Eora,Woolloomooloo,38-68 Forbes Street Woolloomooloo 2011,Sydney,38-68,Forbes Street,sydney distance education high school,,8587.0,56692.0,sydney distance education high school,Forbes St,Woolloomooloo ,2011.0,-33.871053,151.22098
5065819,Fort Street Public School - Bureau of Meteorology,Built,,3,5,0.02608,Eora,Millers Point,9 Upper Fort Street Millers Point 2000,Sydney,9,Upper Fort Street,fort street public school,Bureau of Meteorology,1937.0,57425.0,fort street public school,Observatory Hill 2 Upper Fort Street,Millers Point,2000.0,-33.860427,151.204871
5065820,Fort Street Public School - Messengers Cottage,Built,,3,5,0.04949,Eora,Millers Point,9A Upper Fort Street Millers Point 2000,Sydney,9A,Upper Fort Street,fort street public school,Messengers Cottage,1937.0,57425.0,fort street public school,Observatory Hill 2 Upper Fort Street,Millers Point,2000.0,-33.860427,151.204871
5065821,"Barraba Central School - Buildings B001, B002 and B004",Built,,1,5,0.9475,Gamilaroi,Barraba,Gotha Street Barraba 2347,Tamworth Regional,,Gotha Street,barraba central school,"Buildings B001, B002 and B004",1140.0,49371.0,barraba central school,29 Gotha Street,BARRABA,2347.0,-30.38239,150.599478
5065822,Bendemeer Public School - Building B00A,Built,,1,5,2.276,Gamilaroi,Bendemeer,17-27 Charles Street Bendemeer 2355,Tamworth Regional,17-27,Charles Street,bendemeer public school,Building B00A,1191.0,49380.0,bendemeer public school,Charles St,Bendemeer ,2355.0,-30.886984,151.150991
5065823,Dungowan Public School - Building B00A,Built,,1,5,2.8324,Gamilaroi,Dungowan,137 Ogunbil Road Dungowan 2340,Tamworth Regional,137,Ogunbil Road,dungowan public school,Building B00A,1793.0,49345.0,dungowan public school,137 Olgunbil Road,Dungowan,2340.0,-31.220126,151.13269
5065824,Kootingal Public School - Buildings B00B-B00G,Built,,1,5,2.03192,Gamilaroi,Kootingal,Denman Avenue Kootingal 2352,Tamworth Regional,,Denman Avenue,kootingal public school,Buildings B00B-B00G,2327.0,49381.0,kootingal public school,Denman Avenue,KOOTINGAL,2352.0,-31.053487,151.053682
5065825,"Manilla Central School - Buildings B00A, B00B, B00D and B00F",Built,,1,5,0.8094,Gamilaroi,Manilla,Arthur Street Manilla 2346,Tamworth Regional,,Arthur Street,manilla central school,"Buildings B00A, B00B, B00D and B00F",7305.0,49370.0,manilla central school,Wilga Ave,Manilla ,2346.0,-30.750947,150.728435
5065826,"Nundle Public School - Buildings B00A, B00E and B00G",Built,,1,5,0.7134,Gamilaroi,Nundle,93-97 Jenkins Street Nundle 2340,Tamworth Regional,93-97,Jenkins Street,nundle public school,"Buildings B00A, B00E and B00G",2781.0,46438.0,nundle public school,93-97 Jenkins Street,Nundle ,2340.0,-31.459684,151.127429
5065827,Somerton Public School - Buildings B00A-B00C,Built,,1,5,0.2023,Gamilaroi,Somerton,Scotland Road Somerton 2340,Tamworth Regional,,Scotland Road,somerton public school,Buildings B00A-B00C,3079.0,49352.0,somerton public school,Milkmaid St,Somerton ,2340.0,-30.938432,150.641556
5065828,Tamworth West Public School - Building B00J,Built,,1,5,2.023,Gamilaroi,West Tamworth,65 Bridge Street West Tamworth 2340,Tamworth Regional,65,Bridge Street,tamworth west public school,Building B00J,3158.0,49356.0,tamworth west public school,Bridge St,West Tamworth ,2340.0,-31.09158,150.920563
5065829,Tamworth Public School - Buildings B00D and B00M,Built,,1,5,4.0364,Gamilaroi,East Tamworth,Upper Street East Tamworth 2340,Tamworth Regional,,Upper Street,tamworth public school,Buildings B00D and B00M,3157.0,49354.0,tamworth public school,Napier St,Tamworth ,2340.0,-31.084712,150.935305
5065830,Timbumburi Public School - Building B00D,Built,,1,5,1.75,Gamilaroi,Timbumburi,542 Kia Ora Lane Timbumburi 2340,Tamworth Regional,542,Kia Ora Lane,timbumburi public school,Building B00D,1016.0,49357.0,timbumburi public school,542 Kia Ora Lane,Timbumburi ,2340.0,-31.203781,150.915629
5065831,Tintinhull Public School - Building B00A and B00F (Residence),Built,,1,5,4.0464,Gamilaroi,Tintinhull,85 Tintinhull Road Tintinhull 2352,Tamworth Regional,85,Tintinhull Road,tintinhull public school,Building B00A and B00F (Residence),3221.0,49384.0,tintinhull public school,85 Tintinhull Road,Kootingal ,2352.0,-31.085665,151.008427
5065832,Temora Public School - Building B00A,Built,,1,5,0.2024,Wiradjuri,Temora,119 De Boos Street Temora 2666,Temora,119,De Boos Street,temora public school,Building B00A,3178.0,50525.0,temora public school,119 De Boos Street,TEMORA,2666.0,-34.444843,147.535265
5065833,Temora Public School,Complex / Group,Education,1,6,0.506,Wiradjuri,Temora,119 De Boos Street Temora 2666,Temora,119,De Boos Street,temora public school,,3178.0,50525.0,temora public school,119 De Boos Street,TEMORA,2666.0,-34.444843,147.535265
5065834,Tenterfield High School - Building B00A,Built,,1,5,0.8094,Bundjalung,Tenterfield,75 High Street Tenterfield 2372,Tenterfield,75,High Street,tenterfield high school,Building B00A,8358.0,49427.0,tenterfield high school,89 High Street,TENTERFIELD,2372.0,-29.053727,152.016829
5065836,Kellyville Public School - Building B00A and B00B,Built,,1,5,2.1091,Dharug,Kellyville,Windsor Road Kellyville 2155,The Hills,,Windsor Road,kellyville public school,Building B00A and B00B,2274.0,47858.0,kellyville public school,35A Windsor Road,KELLYVILLE,2155.0,-33.711052,150.957887
5065837,"Brewongle Environmental Education Centre - Buildings B00A, B00G and B00Q and Well",Built,,1,5,1.429,Dharug,Sackville North,720-728 Sackville Ferry Road Sackville North 2756,The Hills,720-728,Sackville Ferry Road,brewongle environmental education centre,"Buildings B00A, B00G and B00Q and Well",5694.0,64078.0,brewongle environmental education centre,587 Chapel Hill Road,SACKVILLE NORTH,2756.0,-33.48167,150.891511
5065838,Burnside Public School,Complex / Group,,1,6,0.659,Dharug,North Parramatta,85 Pennant Hills Road North Parramatta 2151,The Hills,85,Pennant Hills Road,burnside public school,,1433.0,56153.0,burnside public school,1 Masons Drive,North Parramatta ,2151.0,-33.79258,151.018316
5065839,Tumbarumba Public School - Buildings B00A and B00B,Built,,1,5,0.1012,Ngarigu,Tumbarumba,66-84 Murray Street Tumbarumba 2653,Tumbarumba,66-84,Murray Street,tumbarumba public school,Buildings B00A and B00B,3275.0,50507.0,tumbarumba public school,Murray St,Tumbarumba ,2653.0,-35.77635,148.013814
5065840,Adelong Public School - Buildings B00A-B00C and B00H,Built,,1,5,0.20235,Ngunawal,Adelong,50 Gilmore Street Adelong 2729,Tumut,50,Gilmore Street,adelong public school,Buildings B00A-B00C and B00H,1009.0,50667.0,adelong public school,50 Gilmore Street,ADELONG,2729.0,-35.312333,148.062802
5065841,Batlow Technology School - Building B00L,Built,,1,5,0.8094,Ngunawal,Batlow,80 Pioneer Street Batlow 2730,Tumut,80,Pioneer Street,batlow technology school,Building B00L,1152.0,46415.0,batlow technology school,Pioneer St,Batlow ,2730.0,-35.523007,148.146548
5065842,Tumut Public School - Building B00G,Built,,1,5,1.225,Ngunawal,Tumut,177 Wynyard Street Tumut 2720,Tumut,177,Wynyard Street,tumut public school,Building B00G,3278.0,50651.0,tumut public school,175-181 Wynyard St,Tumut,2720.0,-35.302393,148.218556
5065843,Cudgen Public School - Memorial and Honour Roll,Built,,1,5,0.8094,Gumbainggar,Cudgen,11 Collier Street Cudgen 2487,Tweed,11,Collier Street,cudgen public school,Memorial and Honour Roll,1696.0,49925.0,cudgen public school,CUDGEN PRIMARY SCHOOL 11 COLLIER STREET,CUDGEN,2487.0,-28.262592,153.555416
5065844,Duranbah Public School - Honour roll,Built,,1,5,2.9394,Gumbainggar,Duranbah,256 Duranbah Road Duranbah 2487,Tweed,256,Duranbah Road,duranbah public school,Honour roll,1801.0,49926.0,duranbah public school,105 Duranbah Rd,Duranbah ,2487.0,-28.289121,153.516888
5065845,Dungay Public School - Building B00C and Memorial,Built,,1,5,1.2826,Gumbainggar,Kynnumboon,305 Tomewin Road Kynnumboon 2484,Tweed,305,Tomewin Road,dungay public school,Building B00C and Memorial,1791.0,49914.0,dungay public school,305 Tomewin Rd,Dungay,2484.0,-28.289681,153.382374
5065846,Murwillumbah Public School - Building B00D,Built,,1,5,1.027,Gumbainggar,Murwillumbah,Prince Street Murwillumbah 2484,Tweed,,Prince Street,murwillumbah public school,Building B00D,2687.0,49917.0,murwillumbah public school,Prince St,Murwillumbah ,2484.0,-28.329886,153.391139
5065847,Murwillumbah High School - Building B00A,Built,,1,5,3.199,Gumbainggar,Murwillumbah,86 Kyogle Road Murwillumbah 2484,Tweed,86,Kyogle Road,murwillumbah high school,Building B00A,8129.0,49916.0,murwillumbah high school,94 N Arm Rd,Murwillumbah ,2484.0,-28.336032,153.391648
5065848,Stokers Siding Public School - Bell,Built,,1,5,0.8712,Gumbainggar,Stokers Siding,252 Stokers Road Stokers Siding 2484,Tweed,252,Stokers Road,stokers siding public school,Bell,3112.0,45316.0,stokers siding public school,Old Pacific Hwy,Stokers Siding ,2484.0,-28.393823,153.404371
5065849,Condong Public School,Complex / Group,Education,1,6,0.4015,Gumbainggar,Condong,77 McLeod Street Condong 2484,Tweed,77,McLeod Street,condong public school,,1611.0,49913.0,condong public school,427 Tweed Valley Way,Murwillumbah South,2484.0,-28.340143,153.399787
5065850,Murwillumbah Public School,Complex / Group,Education,1,6,1.027,Gumbainggar,Murwillumbah,Prince Street Murwillumbah 2484,Tweed,,Prince Street,murwillumbah public school,,2687.0,49917.0,murwillumbah public school,Prince St,Murwillumbah ,2484.0,-28.329886,153.391139
5066020,Uki Public School,Complex / Group,Education,1,6,2.522,Gumbainggar,Uki,1463 Kyogle Road Uki 2484,Tweed,1463,Kyogle Road,uki public school,,3298.0,49920.0,uki public school,1463 Kyogle Road,UKI,2484.0,-28.415027,153.334263
5065851,Cassilis Public School - Buildings B00A-B00D,Built,,1,5,2.023,Wanaruah,Cassilis,37 Coolah Road Cassilis 2329,Upper Hunter,37,Coolah Road,cassilis public school,Buildings B00A-B00D,1527.0,49312.0,cassilis public school,Coolah Rd,Cassilis,2329.0,-32.004552,149.978075
5065852,Murrurundi Public School - Buildings B00A and B00E,Built,,1,5,0.8517,Wanaruah,Murrurundi,135 Mayne Street Murrurundi 2338,Upper Hunter,135,Mayne Street,murrurundi public school,Buildings B00A and B00E,2686.0,49341.0,murrurundi public school,135 Mayne Street,Murrurundi,2338.0,-31.762783,150.832187
5065853,"Scone Public School - Buildings B00A, B00I and B00L",Built,,1,5,1.94726,Wanaruah,Scone,90 Liverpool Street Scone 2337,Upper Hunter,90,Liverpool Street,scone public school,"Buildings B00A, B00I and B00L",7311.0,49339.0,scone public school,Liverpool St,Scone ,2337.0,-32.049446,150.863855
5065854,Cassilis Public School,Complex / Group,Education,1,6,2.023,Wanaruah,Cassilis,37 Coolah Road Cassilis 2329,Upper Hunter,37,Coolah Road,cassilis public school,,1527.0,49312.0,cassilis public school,Coolah Rd,Cassilis,2329.0,-32.004552,149.978075
5065855,Merriwa Central School - Public School,Complex / Group,Education,1,6,1.3063,Wanaruah,Merriwa,33-37 Mackenzie Street Merriwa 2329,Upper Hunter,33-37,Mackenzie Street,merriwa central school,Public School,2528.0,49313.0,merriwa central school,Bow Street,MERRIWA,2329.0,-32.145113,150.352867
5065856,Merriwa Central School - High School,Complex / Group,Education,1,6,2.023,Wanaruah,Merriwa,59-79 Bow Street Merriwa 2329,Upper Hunter,59-79,Bow Street,merriwa central school,High School,2528.0,49313.0,merriwa central school,Bow Street,MERRIWA,2329.0,-32.145113,150.352867
5065857,Merriwa Central School - Agricultural Plot,Complex / Group,Education,1,6,2.0233,Wanaruah,Merriwa,59-79 Bow Street Merriwa 2329,Upper Hunter,59-79,Bow Street,merriwa central school,Agricultural Plot,2528.0,49313.0,merriwa central school,Bow Street,MERRIWA,2329.0,-32.145113,150.352867
5065859,Scone Public School,Complex / Group,Education,1,6,1.86632,Wanaruah,Scone,90 Liverpool Street Scone 2337,Upper Hunter,90,Liverpool Street,scone public school,,7311.0,49339.0,scone public school,Liverpool St,Scone ,2337.0,-32.049446,150.863855
5065858,Murrurundi Public School,Complex / Group,Education,1,6,0.8517,Wanaruah,Murrurundi,135 Mayne Street Murrurundi 2338,Upper Lachlan,135,Mayne Street,murrurundi public school,,2686.0,49341.0,murrurundi public school,135 Mayne Street,Murrurundi,2338.0,-31.762783,150.832187
5065860,Bigga Public School - Building B00A,Built,,1,5,3.958,Wiradjuri,Bigga,Binda Street Bigga 2583,Upper Lachlan,,Binda Street,bigga public school,Building B00A,1223.0,50416.0,bigga public school,Blackman St,Bigga ,2583.0,-34.0847,149.144602
5065861,Collector Public School - Buildings B00A and B00G,Built,,1,5,0.8094,Wiradjuri,Collector,Lorn Street Collector 2581,Upper Lachlan,,Lorn Street,collector public school,Buildings B00A and B00G,1590.0,50273.0,collector public school,Lorn St,Collector,2581.0,-34.914221,149.433144
5065862,"Crookwell Public School - Buildings B00A, B00B and B00J",Built,,1,5,0.7108,Wiradjuri,Crookwell,43 Denison Street Crookwell 2583,Upper Lachlan,43,Denison Street,crookwell public school,"Buildings B00A, B00B and B00J",1684.0,50281.0,crookwell public school,Denison St,Crookwell ,2583.0,-34.459938,149.469806
