School_code,AgeID,SchoolName,Street,Town_suburb,Postcode,Latitude,Longitude
3159,50188,Tanja Public School,Barrabooka Rd,Tanja ,2550,-36.64029,149.975072
3162,50266,Tarago Public School,Goulburn-Braidwood Rd,Tarago ,2580,-35.067671,149.654751
1695,51087,Cudal Public School,Toogong St,Cudal ,2864,-33.287099,148.740307
1700,50961,Cullen Bullen Public School,15-23 Castlereagh Hwy,Cullen Bullen ,2790,-33.299877,150.032317
1707,51091,Cumnock Public School,Railway Pde,Cumnock,2867,-32.931277,148.749492
3163,50267,Taralga Public School,Orchard St,Taralga ,2580,-34.397974,149.820962
3222,50268,Tirranna Public School,Goulburn-Braidwood Rd,Goulburn ,2580,-34.821486,149.682068
1776,51040,Dubbo North Public School,Fitzroy St,Dubbo ,2830,-32.24168,148.615776
1789,51067,Dunedoo Central School,Digilah St,Dunedoo ,2844,-32.018308,149.392212
1811,51043,Dubbo South Public School,Fitzroy St,Dubbo,2830,-32.263126,148.609749
3302,50066,Ulladulla Public School,241 Green Street,Ulladulla ,2539,-35.355186,150.469434
3477,49949,Wollongong West Public School,Crown St West,Wollongong ,2500,-34.424597,150.871509
3479,50191,Wolumla Public School,6-8 BEGA ST,WOLUMLA,2550,-36.832664,149.811656
3510,45441,Woonona Public School,Gray St,Woonona ,2517,-34.345569,150.906806
3826,49938,Gwynneville Public School,10 Acacia St,Gwynneville ,2500,-34.417233,150.879364
3866,50001,Towradgi Public School,Carters Lane,Fairy Meadow,2519,-34.388937,150.899966
3973,49994,Russell Vale Public School,Terania St,Russell Vale ,2517,-34.359483,150.906828
1986,51050,Girilambone Public School,Vega St,Girilambone ,2831,-31.24967,146.908851
3976,50015,Farmborough Road Public School,56 Farmborough Rd,Unanderra ,2526,-34.460322,150.834818
4127,50410,Queanbeyan West Public School,Morton St,Queanbeyan ,2620,-35.348418,149.21574
2038,56308,Gooloogong Public School,King St,Gooloogong ,2805,-33.617104,148.436422
2082,51026,Grenfell Public School,40-52 Melyra St,GRENFELL,2810,-33.892296,148.167544
4256,50170,Nowra East Public School,Jervis St,Nowra East ,2541,-34.882443,150.607732
2097,51085,Gulgong Public School,GULGONG PUBLIC SCHOOL 60 BELMORE STREET,GULGONG,2852,-32.359746,149.537692
2115,49391,Gwabegar Public School,Chauvel St,Gwabegar ,2356,-30.611489,148.974999
2129,56233,Hampton Public School,Jenolan Caves Rd,Hampton ,2790,-33.648479,150.048925
2136,51074,Hargraves Public School,Merinda St,Hargraves ,2850,-32.783336,149.461924
4357,50006,Pleasant Heights Public School,Alvan Pde,Mount Pleasant ,2519,-34.396188,150.873289
2161,51075,Hill End Public School,Tambaroora St,Hill End ,2850,-33.034573,149.415886
4371,50406,Queanbeyan East Public School,Yass St,Queanbeyan ,2620,-35.34542,149.24613
4394,50409,Queanbeyan South Public School,Cameron Rd,Queanbeyan ,2620,-35.365541,149.228192
2213,46476,Ivanhoe Central School,Columbus St,Ivanhoe ,2878,-32.898531,144.300978
2254,51070,Kandos Public School,23-37 Dangar Street,Kandos,2848,-32.856242,149.974813
4395,50028,Mount Warrigal Public School,Hogarth Ave,Warilla ,2528,-34.553788,150.84461
4463,57055,Flinders Public School,Adam Murray Way,Flinders ,2529,-34.582182,150.85024
2410,50963,Lithgow Public School,163 Mort St,Lithgow ,2790,-33.482092,150.160227
4485,50070,Culburra Public School,Carlton Cres,Culburra Beach ,2540,-34.933198,150.762286
4498,50043,Minnamurra Public School,85 Charles Ave,Minnamurra,2533,-34.62487,150.852773
2465,51088,Manildra Public School,2100 Packham Drive,MANILDRA,2865,-33.184214,148.700122
4592,55116,Vincentia Public School,George Caley Place,Vincentia ,2540,-35.073353,150.669549
4610,54670,Mount Terry Public School,175 Ashburton Drive,Albion Park,2527,-34.591636,150.779935
4626,56626,Callala Public School,Emmett St,Callala Bay ,2540,-34.995951,150.714405
2558,50995,Millthorpe Public School,Park St,Millthorpe ,2798,-33.445146,149.185939
2590,51090,Molong Central School,Phillip St,Molong ,2866,-33.098011,148.86389
2656,51079,Mudgee Public School,Perry St,Mudgee ,2850,-32.59594,149.583964
2664,51008,Mullion Creek Public School,45 Long Point Rd,Mullion Creek,2800,-33.139031,149.120501
2668,51006,Clergate Public School,Clergate Lane,Clergate ,2800,-33.192057,149.112293
5644,56258,Para Meadows School,56 Porter St,North Wollongong ,2500,-34.411196,150.888605
2713,51033,Narromine Public School,Meryula St,Narromine ,2821,-32.229903,148.244421
2714,51009,Nashdale Public School,Cargo Rd,Nashdale ,2800,-33.293794,149.013466
2732,51000,Neville Public School,Crouch St,Neville ,2799,-33.708658,149.216784
8104,50239,Bowral High School,Park & Aitken Rds,Bowral ,2576,-34.488816,150.423432
8388,50247,Moss Vale High School,Narellan Rd,Moss Vale ,2577,-34.551483,150.385294
2798,50984,O'Connell Public School,15 Black's Mill Lane,O'Connell ,2795,-33.524513,149.720076
2811,51010,Orange East Public School,45 Spring St,Orange ,2800,-33.282069,149.113698
8418,46503,Warilla High School,Keross Ave,Barrack Heights ,2528,-34.563813,150.857991
2848,51092,Peak Hill Central School,Caswell St,Peak Hill ,2869,-32.728855,148.192111
2862,50985,Perthville Public School,26 Rockley Street,PERTHVILLE,2795,-33.491052,149.550052
2893,50472,Pomona Public School,Pomona Rd,Pomona,2648,-34.025726,141.89493
2895,50473,Pooncarie Public School,Tarcoola Rd,Pooncarie ,2648,-33.383033,142.568324
2897,46350,Portland Central School,12A Wolgan Street,PORTLAND,2847,-33.354772,149.979653
2919,51054,Quambone Public School,Mungi Mungi St,Quambone ,2831,-30.930706,147.872001
2920,50653,Quandialla Public School,Third St,Quandialla ,2721,-34.010362,147.790454
2927,50986,Raglan Public School,Nelson St,Raglan ,2795,-33.428034,149.648098
2974,50987,Rockley Public School,Hill St,Rockley ,2795,-33.69193,149.562554
3025,51073,Rylstone Public School,25-27 Mudgee Street,RYLSTONE,2849,-32.795564,149.972877
1628,50428,Cooma Public School,Commissioner St,Cooma ,2630,-36.237474,149.125034
3093,50996,Spring Terrace Public School,573 Forest Rd,Spring Terrace,2798,-33.393976,149.097369
3127,51030,Stuart Town Public School,Burrendong Way,Stuart Town ,2820,-32.802566,149.068273
3211,51115,Tibooburra Outback Public School,Briscoe St,Tibooburra ,2880,-29.432133,142.010166
3242,51055,Tooraweenah Public School,Bridge St,Tooraweenah ,2831,-31.434763,148.912216
1723,50274,Dalton Public School,Jobson St,Dalton ,2581,-34.720369,149.17882
3254,46455,Trangie Central School,Derribong St,Trangie ,2823,-32.032544,147.979305
8486,46374,Bombala High School,Bright Street,Bombala ,2632,-36.917647,149.231927
8487,50193,Eden Marine High School,Barclay St,Eden ,2551,-37.055009,149.90731
3270,51103,Tullamore Central School,Hinkler Street,TULLAMORE,2874,-32.636788,147.565993
3342,51057,Walgett Community College - Primary School,Warrena St,Walgett ,2832,-30.020291,148.11566
3354,51068,Wallerawang Public School,Barton Ave,Wallerawang ,2845,-33.41768,150.069793
3365,51064,Wanaaring Public School,Bourke-Milparinka Rd,Wanaaring ,2840,-29.705267,144.145456
8495,50063,Ulladulla High School,South St,Ulladulla ,2539,-35.35821,150.47024
3402,50991,Wattle Flat Public School,Mudgee-Bathurst Rd,Wattle Flat ,2795,-33.141545,149.692677
8541,50008,Keira High School,Lysaght St,Fairy Meadow ,2519,-34.405282,150.88651
8586,54950,Albion Park High School,Church St,Albion Park ,2527,-34.576702,150.773359
3435,51060,White Cliffs Public School,Johnstone St,White Cliffs ,2836,-30.850852,143.090278
3442,46486,Wilcannia Central School,Barrier Hwy,Wilcannia ,2836,-31.558478,143.37591
3487,51056,Wongarbon Public School,Railway Street,WONGARBON,2831,-32.333558,148.759119
3499,50969,Woodstock Public School,Parkes St,Woodstock ,2793,-33.74594,148.849046
3504,51002,Borenore Public School,1243 The Escort Way,BORENORE,2800,-33.251005,148.984209
3555,46457,Yeoval Central School,Obley Street,Yeoval,2868,-32.754375,148.649673
3566,50965,Zig Zag Public School,23 Victoria Ave,Lithgow ,2790,-33.466136,150.182826
3591,51044,Dubbo West Public School,East St,Dubbo ,2830,-32.251915,148.588301
3594,56219,Louth Public School,Hughes St,Louth ,2840,-30.535792,145.117942
3626,51063,Enngonia Public School,Belalie St,Enngonia ,2840,-29.318855,145.844482
3824,50977,Bathurst West Public School,Suttor St,Bathurst ,2795,-33.411002,149.559746
3847,50976,Bathurst South Public School,Havannah St,Bathurst ,2795,-33.432989,149.568873
3903,51072,Glen Alice Public School,Beaumont St,Glen Alice ,2849,-33.040623,150.214727
3912,50471,Palinyewah Public School,248A Ellerslie Road,ELLERSLIE,2648,-33.845011,142.012741
4020,51007,Glenroi Heights Public School,Maxwell Ave,Orange,2800,-33.297205,149.11234
4089,51094,Middleton Public School,Medlyn St,Parkes ,2870,-33.14775,148.173061
4100,51101,Forbes North Public School,Thomson Street,Forbes,2871,-33.369929,148.001032
4190,50883,Black Springs Public School,Avoca St,Black Springs,2787,-33.845694,149.741982
4204,51095,Parkes East Public School,1-3 Thornbury St,Parkes ,2870,-33.136054,148.190215
8878,49990,Bulli High School,Ursula Rd,Bulli ,2516,-34.337247,150.921143
1164,51098,Bedgerabong Public School,7 Golding Avenue,BEDGERABONG,2871,-33.361353,147.679318
4305,51061,Weilmoringle Public School,Burns Rd,Weilmoringle ,2839,-29.238786,146.918094
4380,51003,Calare Public School,44 Wentworth Lane,ORANGE,2800,-33.286947,149.079358
4454,51034,Marra Creek Public School,Coolabah to Quambone Rd,NYNGAN,2825,-30.87887,147.374516
4538,56177,Bowen Public School,Park St,Orange ,2800,-33.280751,149.117874
4549,56256,Orana Heights Public School,Oak St,Dubbo ,2830,-32.2525,148.627132
4555,51080,Cudgegong Valley Public School,Madeira Rd,Mudgee ,2850,-32.606539,149.583789
4587,55676,Dubbo School of Distance Education,Myall St,Dubbo,2830,-32.242937,148.638967
1274,51105,Bogan Gate Public School,5 Bogan Street,Bogan Gate,2876,-33.104968,147.797859
1369,51111,Broken Hill Public School,Mica St,Broken Hill ,2880,-31.956108,141.456502
5242,50973,Mulyan Public School,Lachlan St,Cowra ,2794,-33.822374,148.687266
5265,51001,Bletchington Public School,139 Matthews Avenue,Orange,2800,-33.268526,149.10357
5302,56275,School of the Air,Lane St,Broken Hill ,2880,-31.945382,141.472
5577,57883,Mian School,Bultje Street,DUBBO,2830,-32.251353,148.606555
5610,56200,Carenne School,158 Browning St,Bathurst,2795,-33.426015,149.565755
1371,51110,Broken Hill North Public School,Chapple St,Broken Hill ,2880,-31.944457,141.471518
5736,56190,Holman Place School,8 Holman Place,Cowra ,2794,-33.824253,148.694013
7301,51019,Canowindra Public School,Tilga Street,CANOWINDRA,2804,-33.566198,148.664921
7307,51012,Orange Public School,78 Kite St,Orange ,2800,-33.286264,149.096584
8103,50974,"Denison College of Secondary Education, Bathurst High Campus",Hope St,Bathurst ,2795,-33.413383,149.569679
8105,46480,Broken Hill High School,76 Garnet St,Broken Hill,2880,-31.960105,141.456986
1503,51025,Caragabal Public School,Marsden & Wheoga Sts,Caragabal ,2810,-33.84532,147.744452
1504,50966,Carcoar Public School,Icely St,Carcoar ,2791,-33.612326,149.142432
8134,51011,Orange High School,Woodward St,Orange ,2800,-33.280352,149.084361
8146,51096,Parkes High School,Albert St,Parkes ,2870,-33.138824,148.180256
8148,50970,Cowra High School,Dowell St,Cowra ,2794,-33.814136,148.688347
1506,51005,Cargo Public School,Hutton St,Cargo ,2800,-33.427612,148.807697
1507,51046,Carinda Public School,Macnamara St,Carinda ,2831,-30.461882,147.687555
8314,51027,The Henry Lawson High School,49 South Street,Grenfell ,2810,-33.902722,148.163449
1578,51059,Cobar Public School,6-8 Blakey St,Cobar ,2835,-31.502199,145.836609
8346,46482,Condobolin High School,Innes St,CONDOBOLIN,2877,-33.091828,147.143195
8347,46404,Coonabarabran High School,Newell Hwy,Coonabarabran,2357,-31.283104,149.285117
1631,51038,Coonamble Public School,Bertram Street,COONAMBLE,2829,-30.958363,148.387024
1671,50971,Cowra Public School,Vaux St,Cowra ,2794,-33.836028,148.68992
1688,44959,Buronga Public School,BURONGA PUBLIC SCHOOL 1-15 CHAPMAN STREET,BURONGA,2739,-34.169471,142.181315
1732,50643,Dareton Public School,Matong St,Dareton ,2717,-34.091148,142.040358
1775,51041,Dubbo Public School,181 Darling St,Dubbo ,2830,-32.248749,148.60541
8417,11042,Dubbo College South Campus,Boundary Rd,Dubbo ,2830,-32.270837,148.610687
8444,46343,Canobolas Rural Technology High School,142 Icely Road,ORANGE,2800,-33.291759,149.121741
8451,46458,Coonamble High School,Aberford St,Coonamble ,2829,-30.955763,148.391351
1823,54951,Eglinton Public School,Alexander St,Eglinton ,2795,-33.37752,149.539343
8475,46411,Walgett Community College - High School,Arthur St,Walgett ,2832,-30.027113,148.118967
8491,46487,Willyama High School,Murton St,Broken Hill ,2880,-31.936552,141.473022
8494,46378,Coomealla High School,Silver City Hwy,Dareton ,2717,-34.09598,142.060295
8517,16223,"Denison College of Secondary Education, Kelso High Campus",88 Boyd Street,Kelso,2795,-33.410541,149.61444
8518,51018,Canowindra High School,Browns Avenue,CANOWINDRA,2804,-33.55892,148.670951
8543,6451,Dubbo College Delroy Campus,East St,Dubbo West,2830,-32.251619,148.582683
8546,51086,Gulgong High School,Belmore Street,GULGONG,2852,-32.360172,149.540002
8598,56254,Oberon High School,Ross St,Oberon ,2787,-33.701691,149.861132
1870,51021,Eugowra Public School,Hill St,Eugowra ,2806,-33.423082,148.369286
5765,69397,The Ponds School,201 The Ponds Boulevard,The Ponds,2769,-33.698,150.911601
4651,70137,Oran Park Public School,390 South Circuit,Oran Park,2570,-33.99728,150.73485
1873,51048,Eumungerie Public School,Wheaton St,Eumungerie ,2831,-31.951152,148.621075
1885,50677,Euston Public School,Sturt Hwy,Euston ,2737,-34.575588,142.744248
1926,51102,Forbes Public School,Lachlan St,FORBES,2871,-33.387948,148.006385
8912,70235,Aurora College,100 Eton Road,LINDFIELD,2070,-33.7897,151.1607
1972,51049,Geurie Public School,Narragal Street,GEURIE,2818,-32.3961,148.82945
4654,70231,Lake Cathie Public School,Wallum Drive,LAKE CATHIE,2445,-31.5682,152.8278
4653,70232,Riverbank Public School,25 Wentworth Street,THE PONDS,2769,-33.703959,150.899525
8911,70233,The Ponds High School,180 Riverbank Drive,The Ponds,2769,-33.7033,150.89764
1979,51037,Gilgandra Public School,Wrigley St,Gilgandra ,2827,-31.707981,148.66464
4657,70332,Spring Farm Public School,Barley Road,Spring Farm,2570,-34.069638,150.714957
2027,50680,Gol Gol Public School,William St,Gol Gol ,2738,-34.179608,142.222652
4659,68862,Southern Cross School of Distance Education,30 Chickiba Drive,East Ballina,2478,-28.84975642,153.5858174
2033,46406,Goodooga Central School,31 Doyle Street,GOODOOGA,2838,-29.115865,147.455532
2094,46459,Gulargambone Central School,Yalgogrin St,Gulargambone ,2828,-31.33224,148.475758
4658,85782,Lindfield Learning Village,100 Eton Road,Lindfield,2070,-33.790062,151.160509
5766,85784,Yandelora School,1B Wilson Crescent,Narellan,2567,-34.04306214,150.732244
4663,85772,Bella Vista Public School,83 Free Settlers Drive,BELLA VISTA,2153,-33.726556,150.954991
4664,85780,North Kellyville Public School,120 Hezlett Road,NORTH KELLYVILLE,2155,-33.691337,150.955059
4660,85786,Bayanami Public School,3 Marist Place,PARRAMATTA,2150,-33.80993,151.001264
5769,85778,Yawarra Community School,East St,Dubbo,2830,-32.24969,148.58362
2155,51051,Hermidale Public School,Mouramba St,Hermidale ,2831,-31.551165,146.723373
8913,86429,Inner Sydney High School,Cnr Cleveland St & Chalmers St,Surry Hills,2010,-33.889372,151.20603
8916,86431,Oran Park High School,1 Podium Way,ORAN PARK,2570,-33.998988,150.736305
4667,86423,Gledswood Hills Public School,78 The Hermitage Way,GLEDSWOOD HILLS,2557,-34.01223,150.776555
4668,86425,Smalls Road Public School,3B SMALLS RD,RYDE,2112,-33.799393,151.109465
2172,50972,Holmwood Public School,Cowra-Carcoar Rd,Cowra ,2794,-33.810597,148.756777
5771,86427,South Creek School,144 Regent Street,RIVERSTONE,2765,-33.6779475,150.8756393
4670,87046,Galungara Public School,95 Farmland Dr,SCHOFIELDS,2762,-33.700355,150.880515
4671,87048,Barramurra Public School,65 O'Keefe Dr,Oran Park,2570,-34.006959,150.749038
4672,87907,Denham Court Public School,Commissioners Drive and Willowdale Drive,Denham Court,2565,-33.9825,150.8154
4673,87050,Northbourne Public School,Northbourne Drive,Marsden Park,2765,-33.6890866,150.8186977
4674,87053,Estella Public School,56 Estella Rd,Wagga Wagga,2678,-35.068668,147.358717
5770,87055,Tirriwirri School,Alanbar Street,Karabar,2620,-35.366161,149.226545
8914,89126,Centre of Excellence in Agricultural Education,WSU Hawkesbury Campus,Richmond,2753,-33.614026,150.753568
4675,87910,Porters Creek Public School,75 Warnervale Road,Warnervale,2259,-33.249773,151.455534
4677,88415,Nangamay Public School,1-23 Forestwood Dr,GLENMORE PARK,2745,-33.803003,150.681619
4679,88419,Edmondson Park Public School,Buchan Avenue,Edmondson Park,2174,-33.965316,150.852675
4680,88421,Googong Public School,Aprasia Avenue,Googong,2620,-35.423014,149.238219
8919,88427,Bungendore High School,Cnr Majara Street & Kings Hwy,Bungendore,2621,-35.253603,149.445707
8922,88435,Jerrabomberra High School,Coachwood Ave,Jerrabomberra,2619,-35.38831,149.193594
4678,88417,Ngarala Public School,86 Chelmsford Ave,EPPING,2121,-33.78106,151.069192
4682,88423,Gregory Hills Public School,Long Reef Circuit,Gregory Hills,2557,-34.025,150.78
4683,88425,Murrumbateman Public School,2 Fairley Street,Murrumbateman,2582,-34.9664751,149.030288
4687,88922,Gulyangarri Public School,18 Forbes Street,Liverpool,2170,-33.917848,150.932241
4690,88559,Jindabyne Public School,8/20 Park Rd,Jindabyne,2627,-36.416783,148.618556
8924,88561,Jindabyne High School,8/20 Park Rd,Jindabyne,2627,-36.416671,148.619318
4686,88920,Tallawong Public School,24 Macquarie Road Rouse Hill NSW 2155 NSW,,,-33.6868,150.8991
4691,88925,Nirimba Fields Public School,Corner of Triton & Nabthorpe Parade,Nirimba Fields,2763,-33.7146,150.8728
8921,88927,Melonba High School,Corner Elara Boulevard & Kaluta Avenue,Marsden Park,2765,-33.697399,150.802768
2201,51076,Ilford Public School,Castlereagh Hwy,Ilford ,2850,-32.966702,149.855478
2275,50980,Kelso Public School,19 Gilmour Street,Kelso ,2795,-33.416969,149.605156
2395,56309,Lightning Ridge Central School,Kaolin Street,LIGHTNING RIDGE,2834,-29.425211,147.978614
