School_code,AgeID,SchoolName,Street,Town_suburb,Postcode,Latitude,Longitude
4318,49059,Hillsborough Public School,HILLSBOROUGH PUBLIC SCHOOL 83 WARATAH AVENUE,CHARLESTOWN,2290,-32.959966,151.68003
4320,48708,Gwandalan Public School,Kanangra Drive,Gwandalan ,2259,-33.135468,151.582444
4324,49052,Charlestown South Public School,9 Patricia Ave,CHARLESTOWN,2290,-32.96765,151.688181
4329,48702,Woy Woy South Public School,The School Mall,Woy Woy ,2256,-33.503577,151.321429
4367,48958,Caves Beach Public School,Park Ave,Caves Beach,2281,-33.103178,151.638184
4370,49044,Belair Public School,Carolyn St,Adamstown,2289,-32.946197,151.711766
2852,48686,Peats Ridge Public School,1231 Peats Ridge Road,PEATS RIDGE,2250,-33.325841,151.23275
2902,48700,Pretty Beach Public School,4 Pretty Beach Road,PRETTY BEACH,2257,-33.528039,151.350019
4397,48690,Wyoming Public School,Maidens Brush Rd,Wyoming ,2250,-33.408202,151.355782
2943,49203,Raymond Terrace Public School,Adelaide St,Raymond Terrace ,2324,-32.767016,151.74001
2946,49135,Redhead Public School,Hutchinson St,Redhead ,2290,-33.011646,151.711425
4426,48726,Killarney Vale Public School,Hendricks Rd,Killarney Vale ,2261,-33.365221,151.456103
3078,48688,Somersby Public School,Wisemans Ferry Rd,Gosford ,2250,-33.358368,151.291312
4459,49190,Woodberry Public School,cnr Lawson Ave & Kookaburra Pde,Woodberry,2322,-32.79221,151.670508
4469,48743,Jewells Primary School,Lepton Pde,Jewells ,2280,-33.015735,151.687459
4486,49321,Singleton Heights Public School,Dorsman Drive,Singleton Heights,2330,-32.549203,151.163955
3110,49110,Stockton Public School,10 Clyde St,Stockton ,2295,-32.910956,151.781095
3141,48960,Swansea Public School,Rawson St Swansea NSW 2263,,2263,-33.084061,151.636301
3180,49195,Tenambit Public School,70 MAIZE ST,TENAMBIT,2323,-32.742528,151.604859
4520,48725,Bateau Bay Public School,2A Waratah Street,BATEAU BAY,2261,-33.391771,151.476143
3183,48997,Teralba Public School,York St,Teralba ,2284,-32.962493,151.605976
3191,48723,Terrigal Public School,Havenview Rd,Terrigal ,2260,-33.442449,151.438197
4542,56204,Chittaway Bay Public School,101 Chittaway Road,CHITTAWAY BAY,2261,-33.325978,151.43201
4547,54746,Tanilba Bay Public School,1a King Albert Ave,Tanilba Bay ,2319,-32.730055,152.005845
4548,56208,Copacabana Public School,Pueblo St,Copacabana ,2251,-33.485042,151.436848
3204,49189,Thornton Public School,Government Rd,Thornton ,2322,-32.779381,151.639454
4564,56297,Wirreanda Public School,43 Brocklesby Road,Medowie,2318,-32.743911,151.875219
3213,49113,Tighes Hill Public School,Elizabeth St,Tighes Hill ,2297,-32.908099,151.751254
3247,48982,Toronto Public School,Renwick St,Toronto ,2283,-33.00826,151.594778
3250,48732,Toukley Public School,Main Rd,Toukley ,2263,-33.267795,151.550307
4589,56276,Shoal Bay Public School,Rigney St,Shoal Bay ,2315,-32.729062,152.173933
3269,48714,Tuggerah Public School,1 Pacific Hwy,Tuggerah,2259,-33.312999,151.415571
4609,54675,Grahamstown Public School,Hastings Drive,Raymond Terrace ,2324,-32.759083,151.774477
4620,55818,Glendore Public School,Maryland Drive,Maryland ,2287,-32.873641,151.649712
3357,49030,Wallsend Public School,26 Martindale Street,WALLSEND,2287,-32.908099,151.671582
4637,64010,Woongarrah Public School,63-73 Mataram Rd,Woongarrah ,2259,-33.242434,151.484133
3358,49017,West Wallsend Public School,Brown St,West Wallsend ,2286,-32.904606,151.580707
3373,48738,Wangi Wangi Public School,Dobell Drive,Wangi Wangi ,2267,-33.072298,151.582994
3377,44644,Waratah Public School,Lambton Rd,WARATAH,2298,-32.905046,151.722576
5627,56230,Glenvale School,Narara Creek Rd,Narara ,2250,-33.40658,151.335729
5686,48741,Lakeside School,40-44 Coral Crescent,Gateshead,2290,-32.97528552,151.6824283
5687,56280,Hunter River Community School,17 Melaleuca Drive,METFORD,2323,-32.765018,151.612507
5701,56194,Newcastle Middle School,Christo Rd,Waratah,2298,-32.90943,151.720351
3431,49301,Weston Public School,20 Sixth Street,WESTON,2326,-32.809043,151.461023
5723,57532,Five Islands School,14 Marmong Street,BOORAGUL,2284,-32.974054,151.611684
5755,62788,HopeTown School,177 Pollock Ave,Wyong ,2259,-33.280982,151.448585
5760,63769,North Gosford Learning Centre,20 Jarrett Street,North Gosford,2250,-33.416874,151.35037
3522,48717,Wyee Public School,Wyee St,Wyee ,2259,-33.174833,151.482961
3527,48720,Wyong Public School,Cutler Drive,Wyong ,2259,-33.271886,151.426188
3528,48718,Wyong Creek Public School,583 Yarramalong Road,WYONG CREEK,2259,-33.267129,151.34807
3564,49008,Edgeworth Public School,Minmi Rd,Edgeworth,2285,-32.922892,151.620387
3696,49137,Soldiers Point Public School,Cromarty Rd,Soldiers Point,2317,-32.709978,152.065351
3798,49149,New Lambton South Public School,St James Rd,New Lambton ,2305,-32.931487,151.717578
3876,49327,Muswellbrook South Public School,Maitland St,Muswellbrook ,2333,-32.274182,150.891943
3893,49151,Windale Public School,Kilfera St,Windale ,2306,-32.992372,151.678338
8127,55124,Maitland Grossmann High School,Cumberland & Dixon Sts,East Maitland,2323,-32.743453,151.591504
3897,49103,Hamilton North Public School,30 Jackson St,Hamilton North,2292,-32.917442,151.734207
8166,46373,Wyong High School,53 Alison Road,WYONG,2259,-33.281328,151.417918
8177,46345,Kurri Kurri High School,Stanford & Deakin Sts,Kurri Kurri ,2327,-32.810142,151.486294
3898,48744,Marks Point Public School,Findon St,Marks Point ,2280,-33.057486,151.650131
3904,48985,Argenton Public School,148 Montgomery Street,ARGENTON,2284,-32.938493,151.629533
3966,48966,Blackalls Park Public School,Charles St,Blackalls Park ,2283,-32.998435,151.577743
3968,48995,Speers Point Public School,Bell St,Speers Point ,2284,-32.958943,151.621641
8233,49056,Hunter Sports High School,Pacific Hwy,Gateshead ,2290,-32.985494,151.691142
3995,45901,Umina Beach Public School,Sydney Ave,Umina Beach ,2257,-33.52511,151.314055
8274,15387,Tuggerah Lakes Secondary College Tumbi Umbi Campus,Bellevue Rd,Tumbi Umbi ,2261,-33.395596,151.454054
8278,56643,Wadalba Community School,Orchid Way,Wadalba,2259,-33.264769,151.467432
3996,49130,Fern Bay Public School,Vardon St,Fern Bay ,2295,-32.871657,151.794739
4017,48993,Booragul Public School,1 ASPINALL STREET,BOORAGUL,2284,-32.973933,151.61151
8513,8704,Brisbane Water Secondary College Umina Campus,Veron Rd,Umina ,2257,-33.507421,151.308139
4034,44646,Eleebana Public School,70 Ian St,Eleebana ,2282,-32.990502,151.64262
8390,49093,Whitebridge High School,Lonus Ave,Whitebridge ,2290,-32.972025,151.712234
4097,48715,Tuggerawong Public School,Cadonia Rd,Tuggerawong ,2259,-33.279824,151.485605
8409,46401,Scone High School,Gundy Rd,Scone ,2337,-32.05813,150.873111
8411,46442,West Wallsend High School,20 Appletree Road,WEST WALLSEND,2286,-32.910565,151.581083
4110,48672,Central Mangrove Public School,1708 Wisemans Ferry Rd,Central Mangrove,2250,-33.295626,151.244425
4129,46440,Heaton Public School,Janet St,Jesmond ,2299,-32.899751,151.695069
8439,46421,Francis Greenway High School,Lawson Ave,Beresfield ,2322,-32.79698,151.66077
4183,48730,Budgewoi Public School,Lukela Ave,Budgewoi,2262,-33.225718,151.549312
2759,49134,Nords Wharf Public School,Marine Parade,NORDS WHARF,2281,-33.135817,151.605087
4185,48955,Valentine Public School,2 Tallawalla Road,VALENTINE,2280,-33.009147,151.642517
8467,48680,Henry Kendall High School,Faunce St,Gosford ,2250,-33.420757,151.334496
8472,49518,Dungog High School,126 Eloiza Street,DUNGOG,2420,-32.396819,151.750417
4194,49048,Charlestown East Public School,James St,Charlestown ,2290,-32.971176,151.704693
4203,49038,Kotara South Public School,150 Rae Crescent,KOTARA SOUTH,2289,-32.946528,151.694255
8508,6441,Callaghan College Waratah Campus,Turton Rd,Waratah ,2298,-32.904742,151.729165
4208,48972,Fennell Bay Public School,Bay Rd,Fennell Bay ,2283,-32.991749,151.601866
8510,49105,Merewether High School,Chatham St,Broadmeadow,2303,-32.929684,151.734749
8515,46371,Gorokan High School,43 Goobarabah Avenue,LAKE HAVEN,2263,-33.242182,151.508233
8533,48722,Terrigal High School,Charles Kay Drive,Terrigal ,2260,-33.442167,151.429342
4218,48677,Gosford East Public School,Cnr York & Webb Sts,EAST GOSFORD,2250,-33.437558,151.348883
2771,49294,Nulkaba Public School,5 O'Connors Road,NULKABA,2325,-32.810691,151.34781
4379,48742,Floraville Public School,78 Floraville Road,BELMONT,2280,-33.014211,151.663835
4398,48673,Chertsey Primary School,Willow Rd,Springfield ,2250,-33.429911,151.369267
4416,49097,Merewether Heights Public School,Cedar Cres,Merewether Heights ,2291,-32.946716,151.737458
8574,54958,Mount View High School,MOUNT VIEW HIGH SCHOOL 106 MOUNT VIEW ROAD,CESSNOCK,2325,-32.827955,151.333246
8585,54954,Kincumber High School,Bungoona Rd,Kincumber,2251,-33.464894,151.382516
8591,54694,Narara Valley High School,Cnr Fountains & Pandala Rds,Narara ,2250,-33.398422,151.334064
4427,48685,Niagara Park Public School,Narara Valley Drive,Niagara Park ,2250,-33.384122,151.351096
8903,48999,Cardiff High School,Boronia St,Cardiff ,2285,-32.951363,151.670299
8909,46347,Toronto High School,Field Ave,Toronto,2283,-33.008794,151.582022
4508,48689,Valley View Public School,Chamberlain Rd,Wyoming ,2250,-33.400215,151.361943
4514,49316,King Street Public School,King St,Singleton ,2330,-32.569546,151.175266
4517,48731,Gorokan Public School,Dudley St,Gorokan ,2263,-33.252454,151.510205
1129,49515,Banora Point Public School,Pioneer Pde,Banora Point ,2486,-28.222422,153.543702
4521,56212,Metford Public School,Melaleuca Drive,Metford,2323,-32.765067,151.612716
4522,48724,Wamberal Public School,1/13 Lea Ave,Wamberal ,2260,-33.412197,151.448258
4561,56271,Rutherford Public School,Weblands St,Rutherford,2320,-32.710925,151.52839
4566,55110,Brooke Avenue Public School,Brooke Ave,KILLARNEY VALE,2261,-33.37611,151.466133
1178,49608,Bellbrook Public School,Main St,Bellbrook,2440,-30.819094,152.508698
1181,49676,Bellingen Public School,William St,Bellingen ,2454,-30.45349,152.891887
4580,54680,Kariong Public School,Langford Drive,Kariong ,2250,-33.441014,151.289632
4588,55120,Northlakes Public School,69 Goorama Avenue,SAN REMO,2262,-33.214542,151.514788
4600,54690,Maryland Public School,John T Bell Drive,Maryland,2287,-32.881427,151.658808
4623,55983,Blue Haven Public School,37 Colorado Drive,Blue Haven ,2262,-33.212499,151.502826
4642,66003,Ashtonfield Public School,Norfolk St,Ashtonfield ,2323,-32.772442,151.600798
5260,49002,Cardiff North Public School,Wansbeck Valley Rd,Cardiff ,2285,-32.937812,151.665723
5511,56288,Newcastle Senior School,66 Harriet Street,WARATAH,2298,-32.909171,151.723388
1297,49630,Bonville Public School,11 Gleniffer Road,BONVILLE,2450,-30.379782,153.032316
5704,56192,Newcastle Junior School,64 Hillsborough Rd,Hillsborough ,2290,-32.95885,151.680211
7308,49025,Plattsburg Public School,1 Ranclaud St,Wallsend,2287,-32.896354,151.669186
7311,49339,Scone Public School,Liverpool St,Scone ,2337,-32.049446,150.863855
7420,45311,Hamilton Public School,Tudor St,Hamilton ,2303,-32.924141,151.74331
7422,49304,Kurri Kurri Public School,Lang St,Kurri Kurri ,2327,-32.821099,151.478156
7445,48701,Woy Woy Public School,Blackwall & Park Rds,Woy Woy ,2256,-33.491705,151.328247
8108,46420,Cessnock High School,Aberdare St,Cessnock ,2325,-32.842954,151.368528
1470,49903,Byron Bay Public School,17 Kingsley St,Byron Bay ,2481,-28.647416,153.614826
8115,48678,Gosford High School,Racecourse Rd,Gosford ,2250,-33.417183,151.341388
1492,49783,Caniaba Public School,Caniaba Rd,Lismore ,2480,-28.830799,153.231317
8126,49191,Maitland High School,20-32 High Street,EAST MAITLAND,2323,-32.747365,151.597333
8164,46400,Muswellbrook High School,1 King Street,MUSWELLBROOK,2333,-32.268737,150.897592
1551,56257,Pacific Palms Public School,91 Boomerang Dr,BOOMERANG BEACH,2428,-32.341023,152.539306
8202,49322,Singleton High School,75-81 York Street,SINGLETON,2330,-32.569684,151.177593
8203,48739,Belmont High School,424 Pacific Highway,BELMONT,2280,-33.027147,151.660114
1574,49785,Clunes Public School,Walker St,Clunes ,2480,-28.724778,153.408852
8210,48991,Lake Macquarie High School,Marmong St,Booragul ,2284,-32.975553,151.613863
8219,46433,Hunter River High School,Elkin Ave,Heatherbrae ,2324,-32.781835,151.732798
8259,9028,Callaghan College Wallsend Campus,Macquarie St,Wallsend ,2287,-32.89295,151.669289
1601,49540,Comboyne Public School,Hill St,Comboyne ,2429,-31.605308,152.472736
8279,56629,Lake Munmorah High School,Carters Rd,Lake Munmorah,2259,-33.189743,151.573699
8292,68626,Kariong Mountains High School,Festival Drive,Kariong,2250,-33.43039,151.296076
8389,46492,Swansea High School,Park Ave,Caves Beach ,2281,-33.104232,151.639823
8405,48675,Erina High School,152 The Entrance Rd,Erina ,2250,-33.440279,151.381503
8413,46346,Morisset High School,Bridge St,Morisset ,2264,-33.104657,151.486629
8423,49046,Kotara High School,Lexington Pde,Adamstown ,2289,-32.947137,151.706868
8440,48961,Warners Bay High School,1 Myles Ave,Warners Bay ,2282,-32.967703,151.653691
8465,48727,Tuggerah Lakes Secondary College The Entrance Campus,The Entrance Rd,Shelly Beach,2261,-33.371256,151.476613
8466,46344,Glendale Technology High School,2A Oaklands St,Glendale ,2285,-32.925928,151.642938
8482,49118,Lambton High School,Womboin & Young Rds,Lambton ,2299,-32.917918,151.722034
1670,49710,Cowper Public School,Clarence & Samuel Sts,Cowper ,2460,-29.56956,153.077731
8502,57492,Tomaree High School,Salamander Way,Salamander Bay ,2317,-32.735884,152.1122
8509,49142,Newcastle High School,160/200 Park Way Ave,HAMILTON,2303,-32.931677,151.758378
8544,54977,Lisarow High School,2 The Ridgeway,LISAROW,2250,-33.385327,151.370354
8547,46372,Northlakes High School,Brava Ave,San Remo ,2262,-33.216762,151.513395
4372,49196,Irrawang Public School,Geer St,Raymond Terrace ,2324,-32.758624,151.756776
8563,14976,Tuggerah Lakes Secondary College Berkeley Vale Campus,Berkeley Rd,Berkeley Vale,2261,-33.341698,151.424751
1740,49738,Leeville Public School,9375 Summerland Way,Leeville ,2470,-28.930843,153.003537
1771,49736,Drake Public School,Allison Street,Drake,2469,-28.928798,152.374099
8572,56270,Rutherford Technology High School,30 Avery Street,RUTHERFORD,2320,-32.711235,151.531424
8819,57545,Hunter School of Performing Arts,Lambton Rd,Broadmeadow ,2292,-32.924826,151.727614
1030,49761,Alstonville Public School,Main St,Alstonville ,2477,-28.838471,153.438172
1797,49795,Dunoon Public School,James St,Dunoon ,2480,-28.686735,153.315495
1112,49765,Ballina Public School,48 Crane St,Ballina ,2478,-28.869724,153.563707
1824,49541,Elands Public School,Wingham-Ellenborough Rd,Elands ,2429,-31.619383,152.292291
1835,49796,Eltham Public School,Boatharbour Rd,Eltham ,2480,-28.763663,153.408541
1840,49766,Empire Vale Public School,River Drive,Empire Vale ,2478,-28.915114,153.506059
1118,49770,Bangalow Public School,Byron St,Bangalow ,2479,-28.68554,153.525743
1136,49751,Barkers Vale Public School,4501 Kyogle Rd,Wadeville ,2474,-28.54902,153.14927
1886,55987,Evans River Community School,Cypress Street,EVANS HEAD,2473,-29.113492,153.424683
1143,49523,Barrington Public School,1 Kenmore St,Barrington ,2422,-31.971159,151.911058
1921,51116,Lord Howe Island Central School,Lagoon Rd,Lord Howe Island ,2898,-31.530072,159.069032
1936,49537,Forster Public School,102 Head St,Forster ,2428,-32.18247,152.524246
1943,49616,Frederickton Public School,Great North Rd,Frederickton ,2440,-31.033583,152.879353
1991,49618,Gladstone Public School,13 Kinchela St,Gladstone ,2440,-31.026485,152.946508
2016,49657,Glenreagh Public School,Bridge & George Sts,Glenreagh ,2450,-30.053582,152.976339
1146,49683,Baryulgil Public School,7135 Clarence Way,Baryulgil ,2460,-29.2235,152.605615
2042,49805,Goonengerry Public School,Goonengerry Road,GOONENGERRY,2482,-28.609512,153.439753
1165,49643,Beechwood Public School,614 Beechwood Road,Wauchope ,2446,-31.435535,152.68094
1217,49778,Bexhill Public School,12 Withers St,Bexhill,2480,-28.766026,153.345835
2071,49620,Green Hill Public School,196 River Street,West Kempsey,2440,-31.059616,152.802757
1224,49923,Bilambil Public School,Bilambil Rd,Bilambil ,2486,-28.223742,153.468431
1227,54695,Ocean Shores Public School,166 Shara Boulevarde,OCEAN SHORES,2483,-28.491203,153.540337
1254,49780,Blakebrook Public School,Rosehill Rd,Blakebrook ,2480,-28.763426,153.229992
1266,49654,Boambee Public School,30 Lindsays Rd,Boambee,2450,-30.334055,153.077009
1269,49539,Bobin Public School,Bulga Rd,Bobin ,2429,-31.712682,152.28388
1290,46443,Bonalbo Central School,Yabbra St,Bonalbo,2469,-28.735472,152.623959
2190,49645,Huntingdon Public School,2876 Oxley Highway,Wauchope ,2446,-31.478214,152.660607
1311,49532,Booral Public School,2800 Bucketts Way,Booral ,2425,-32.471428,151.960736
1336,46363,Bowraville Central School,23 High Street,BOWRAVILLE,2449,-30.645289,152.853898
2235,49807,Jiggi Public School,Jiggi-Nimbin Rd,Jiggi ,2480,-28.677986,153.181368
2260,49658,Karangi Public School,Coffs Harbour-Coramba Rd,Karangi ,2450,-30.252411,153.047767
1361,49747,Broadwater Public School,Pacific Hwy,Broadwater ,2472,-29.002773,153.437279
1389,49909,Brunswick Heads Public School,Fingal St,Brunswick Heads ,2483,-28.541343,153.550848
1402,46431,Bulahdelah Central School,8 Meade Street,Bulahdelah ,2423,-32.413374,152.211848
2303,49624,Kinchela Public School,5 Right Bank Rd,Kinchela ,2440,-30.991064,152.995063
1424,49529,Bungwahl Public School,56 Seal Rocks Road,BUNGWAHL,2423,-32.389144,152.448558
1449,49910,Burringbar Public School,59 Burringbar Road,Burringbar ,2483,-28.436645,153.466738
2349,49755,Kyogle Public School,192 Summerland Way,Kyogle ,2474,-28.625165,153.003916
1471,49762,Cabbage Tree Island Public School,50 Bath St,Wardell,2477,-28.947741,153.458499
1526,49732,Casino Public School,31 Walker St,Casino ,2470,-28.867384,153.048053
1548,49839,The Channon Public School,Standing St,The Channon ,2480,-28.675099,153.280288
1553,49707,Chatsworth Island Public School,Chatsworth Island Rd,CHATSWORTH,2469,-29.387954,153.231645
2379,49714,Lawrence Public School,High St,Lawrence ,2460,-29.491625,153.100368
2409,49819,Lismore South Public School,Phyllis St & Wilson St,South Lismore,2480,-28.809502,153.262056
1558,49912,Chillingham Public School,1420 Numinbah Rd,Chillingham ,2484,-28.311937,153.275569
1583,49786,Coffee Camp Public School,Nimbin Rd,Coffee Camp ,2480,-28.662664,153.220638
1584,49655,Coffs Harbour Public School,7 Salamander Street,COFFS HARBOUR,2450,-30.30196,153.120372
1593,49752,Collins Creek Public School,480 Collins Valley Road,Collins Creek ,2474,-28.489297,153.022547
2511,49651,Medlow Public School,2896 Taylors Arm Road,UPPER TAYLORS ARM,2447,-30.779087,152.69016
2580,49551,Mitchells Island Public School,1222 Manning Point Rd,Mitchells Island,2430,-31.896762,152.614054
1611,49913,Condong Public School,427 Tweed Valley Way,Murwillumbah South,2484,-28.340143,153.399787
2616,49638,Moorland Public School,15 Church Street,MOORLAND,2443,-31.769631,152.651174
2637,49531,Mount George Public School,Nowendoc Rd,Mount George ,2424,-31.880982,152.179633
1627,49530,Coolongolook Public School,Pacific Hwy,Coolongolook ,2423,-32.222798,152.318838
1632,49534,Coopernook Public School,61 Macquarie St,Coopernook ,2426,-31.827512,152.607874
1634,49771,Coorabell Public School,Mango Lane,Coorabell ,2479,-28.625696,153.487492
2695,49606,Nabiac Public School,56 Clarkson St,NABIAC,2312,-32.097544,152.381902
1642,49708,Copmanhurst Public School,COPMANHURST PUBLIC SCHOOL 13 PRESCOTT STREET,COPMANHURST,2460,-29.584663,152.775537
1644,49746,Coraki Public School,Adam St,Coraki ,2471,-28.992589,153.282641
1647,49656,Coramba Public School,6 Short St,Coramba ,2450,-30.221578,153.011513
1654,49680,Corindi Public School,Coral St,Corindi Beach ,2456,-30.021469,153.194234
1656,49790,Corndale Public School,Corndale Rd,Corndale ,2480,-28.71315,153.362489
1666,49709,Coutts Crossing Public School,1570 Armidale Road,COUTTS CROSSING,2460,-29.832063,152.889484
2800,49741,Old Bonalbo Public School,Duck Creek Road,OLD BONALBO,2469,-28.654622,152.597413
2814,49663,Orara Upper Public School,770 Upper Orara Road,UPPER ORARA,2450,-30.289005,153.01324
1674,49791,Crabbes Creek Public School,Crabbes Creek Rd,Crabbes Creek ,2483,-28.456004,153.496575
2841,49724,Wooli Public School,Main St,Wooli ,2462,-29.870923,153.265781
2890,49911,The Pocket Public School,The Pocket Rd,The Pocket,2483,-28.505414,153.479112
1681,49614,Crescent Head Public School,Pacific St,Crescent Head ,2440,-31.188089,152.970345
1685,49631,Crossmaglen Public School,384 Crossmaglen Rd,Bonville,2450,-30.365945,152.981586
1690,56195,Crystal Creek Public School,RMB 321 Numinbah Road,CRYSTAL CREEK,2484,-28.31214,153.32596
2955,49678,Repton Public School,River Street,REPTON,2454,-30.446021,153.029037
2968,49757,The Risk Public School,122 Gradys Creek Road,THE RISK,2474,-28.476943,152.93397
1696,49925,Cudgen Public School,CUDGEN PRIMARY SCHOOL 11 COLLIER STREET,CUDGEN,2487,-28.262592,153.555416
8562,54964,Irrawang High School,Mount Hall Rd,RAYMOND TERRACE,2324,-32.761513,151.766861
1780,49816,Lismore Public School,Pound St,Lismore ,2480,-28.814289,153.2909
3006,49763,Rous Public School,Rous Mill Rd,Alstonville ,2477,-28.870683,153.406624
3042,49669,Sawtell Public School,32-36 Eleventh Ave,Sawtell ,2452,-30.363316,153.09764
3075,49628,Smithtown Public School,Cannane St,Smithtown ,2440,-31.018188,152.941365
1788,49673,Dundurrabin Public School,70 Mount St,Dundurrabin,2453,-30.189493,152.542649
3112,45316,Stokers Siding Public School,Old Pacific Hwy,Stokers Siding ,2484,-28.393823,153.404371
3119,49527,Stratford Public School,Bucketts Way,Stratford ,2422,-32.116885,151.93922
3122,49743,Stratheden Public School,710 Stratheden Rd,Stratheden ,2470,-28.755713,152.937222
3125,49533,Stroud Public School,15-19 Erin St,STROUD,2425,-32.402533,151.964239
1791,49914,Dungay Public School,305 Tomewin Rd,Dungay,2484,-28.289681,153.382374
3145,49744,Tabulam Public School,Clarence St,Tabulam,2469,-28.888649,152.568703
1801,49926,Duranbah Public School,105 Duranbah Rd,Duranbah ,2487,-28.289121,153.516888
1874,49632,Eungai Public School,Main St,Eungai Creek ,2441,-30.832071,152.874284
1879,49798,Eureka Public School,Lismore-Brunswick River Rd,Eureka ,2480,-28.687657,153.439223
1915,49927,Fingal Head Public School,100 Letitia Rd,Fingal Head ,2487,-28.196814,153.565122
2041,49803,Goonellabah Public School,595 Ballina Road,Goonellabah,2480,-28.818329,153.322306
2060,49712,Grafton Public School,Queen St,Grafton ,2460,-29.68499,152.933325
2061,49719,South Grafton Public School,Vere St,South Grafton ,2460,-29.709892,152.937126
2099,49725,Gulmarrad Public School,466 Brooms Head Road,GULMARRAD,2463,-29.489242,153.233572
2131,49934,Hannam Vale Public School,Hannam Vale Rd,Hannam Vale ,2443,-31.712949,152.594024
2139,49536,Harrington Public School,High St,Harrington ,2427,-31.870234,152.688803
2142,49730,Harwood Island Public School,11 Morpeth St,HARWOOD,2465,-29.425605,153.240299
2156,49675,Hernani Public School,Armidale-Grafton Rd,Dorrigo ,2453,-30.294514,152.422727
2157,49932,Herons Creek Public School,5499 Pacific Hwy,HERONS CREEK,2439,-31.580394,152.729988
2204,49713,Iluka Public School,21-27 Charles Street,ILUKA,2466,-29.404676,153.348938
2214,49772,Fernleigh Public School,451 Fernleigh Rd,Fernleigh ,2479,-28.76765,153.498399
2278,49621,Kempsey East Public School,Innes St,Kempsey ,2440,-31.083703,152.846861
3378,49769,Wardell Public School,20 Richmond St,Wardell ,2477,-28.950252,153.468779
2279,49623,Kempsey West Public School,23 Marsh Street,WEST KEMPSEY,2440,-31.078377,152.8301
2280,57869,Kendall Public School,Logans Crossing Rd,Kendall ,2439,-31.627392,152.702756
3445,49629,Willawarrin Public School,85-91 Main Street,Willawarrin,2440,-30.925714,152.625518
3454,49907,Wilsons Creek Public School,Wilsons Creek Rd,Mullumbimby ,2482,-28.570833,153.426178
2330,49659,Kororo Public School,3 Korora School Road,KORORA,2450,-30.254553,153.131921
2333,49542,Krambach Public School,3838 Bucketts Way,Krambach ,2429,-32.046146,152.272293
2370,49549,Lansdowne Public School,16 Macquarie St,Lansdowne,2430,-31.783944,152.532056
2372,49550,Upper Lansdowne Public School,1399 Upper Lansdowne Rd,Upper Lansdowne ,2430,-31.705206,152.467389
2375,49810,Larnook Public School,1282 Cawongla Road,LARNOOK,2480,-28.648612,153.114765
2377,49637,Laurieton Public School,Bold St,Laurieton ,2443,-31.651768,152.797491
2423,49646,Long Flat Public School,5077 Oxley Highway,LONG FLAT,2446,-31.437823,152.48612
3635,49652,Scotts Head Public School,Gloucester St,Scotts Head ,2447,-30.749941,152.995226
2428,49661,Lowanna Public School,Coramba Rd,Lowanna ,2450,-30.20722,152.899923
2444,49650,Macksville Public School,35a Wallace St,Macksville ,2447,-30.707763,152.917145
2464,49822,Manifold Public School,Lismore-Kyogle Rd,Bentley ,2480,-28.749066,153.077066
3909,49555,Taree West Public School,Wingham Rd,Taree ,2430,-31.907599,152.444547
2585,49824,Modanville Public School,Dunoon Rd,Lismore ,2480,-28.730204,153.297192
4014,49546,Chatham Public School,17-19 Chatham Ave,TAREE,2430,-31.899751,152.482235
4054,49928,Kingscliff Public School,Orient Street,KINGSCLIFF,2487,-28.259375,153.579497
2665,49906,Mullumbimby Public School,Morrison Ave,Mullumbimby ,2482,-28.552011,153.505937
2671,49740,Mummulgum Public School,Bruxner Hwy,Mummulgum,2469,-28.848015,152.801645
2687,49917,Murwillumbah Public School,Prince St,Murwillumbah ,2484,-28.329886,153.391139
4149,55985,North Haven Public School,670 Ocean Drive,NORTH HAVEN,2443,-31.633807,152.819763
2696,49653,Nambucca Heads Public School,Ridge St,Nambucca Heads ,2448,-30.641695,153.006338
4184,49767,Lennox Head Public School,25 Byron Street,Lennox Head,2478,-28.794377,153.590695
4196,49622,Kempsey South Public School,21 Queen St,Kempsey ,2440,-31.094959,152.829888
2698,49660,Nana Glen Public School,Coffs Harbour-Grafton Rd,Nana Glen ,2450,-30.135619,153.006206
2741,49774,Newrybar Public School,Pacific Hwy,Newrybar ,2479,-28.717114,153.533055
2751,54978,Nimbin Central School,23a Thorburn St,Nimbin ,2480,-28.595871,153.220891
4428,49768,Southern Cross Public School,Chickiba Drive,EAST BALLINA,2478,-28.851067,153.585664
4503,49666,Tyalla Public School,Joyce St,Coffs Harbour ,2450,-30.283852,153.112362
4506,49665,Toormina Public School,Cavanba Rd,Toormina ,2452,-30.35347,153.08335
2784,49715,Nymboida Public School,Armidale Rd,Nymboida ,2460,-29.947482,152.727964
1708,57412,Cundletown Public School,63d High St,CUNDLETOWN,2430,-31.899733,152.522008
4534,58126,Orama Public School,1098 Darkwood Rd,Thora ,2454,-30.432501,152.691816
4552,56214,Manning Gardens Public School,Mudford Street,Taree ,2430,-31.892305,152.459892
3083,49557,South West Rocks Public School,Gregory Street,SOUTH WEST ROCKS,2431,-30.891502,153.039879
4575,54953,Wingham Brush Public School,Isabella Street,WINGHAM,2429,-31.87024,152.376982
4578,49841,Teven-Tintenbar Public School,28 Fredericks Lane,Tintenbar,2478,-28.794805,153.500671
4581,55119,Frank Partridge VC Public School,Centenary Pde,Nambucca Heads ,2448,-30.641818,152.986257
